,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.8,1.22,1.0,0.88,0.74,0.69,0.89,0.73,0.59,0.65,0.72,0.58,0.59,0.61,0.59
f_1,1.27,1.0,1.01,0.91,0.88,0.79,0.57,0.67,0.66,0.58,0.63,0.57,0.49,0.49,0.43,0.57
c_1,0.84,0.97,1.0,1.13,1.34,0.82,0.72,0.5,0.62,0.55,0.51,0.61,0.61,0.55,0.53,0.59
d_1,1.0,1.12,0.89,1.0,0.96,0.88,0.7,0.72,0.62,0.81,0.66,0.63,0.62,0.57,0.58,0.44
b_1,1.09,1.15,0.76,1.02,1.0,1.35,0.73,0.64,0.73,0.74,0.7,0.62,0.68,0.61,0.63,0.55
a_1,1.3,1.26,1.23,1.13,0.76,1.0,0.85,0.74,0.81,0.77,0.86,0.7,0.81,0.69,0.61,0.71
h_1,1.43,1.75,1.4,1.38,1.32,1.18,1.0,0.89,1.12,0.88,0.87,0.87,0.83,0.78,0.68,0.96
d_0,1.15,1.46,1.96,1.42,1.61,1.42,1.17,1.0,0.99,0.8,0.9,0.9,0.92,0.81,0.93,0.93
g_1,1.39,1.53,1.53,1.66,1.36,1.23,0.91,1.02,1.0,0.91,1.0,1.16,0.8,0.83,0.92,0.86
c_0,1.7,1.72,1.85,1.2,1.33,1.25,1.15,1.23,1.04,1.0,1.37,1.01,1.07,0.92,1.04,0.89
b_0,1.55,1.64,2.04,1.5,1.39,1.12,1.12,1.08,1.01,0.75,1.0,0.92,0.98,1.24,0.96,0.87
f_0,1.26,1.75,1.69,1.52,1.66,1.44,1.19,1.11,0.85,1.04,1.14,1.0,1.01,0.82,1.34,0.82
h_0,1.75,2.04,1.59,1.67,1.49,1.2,1.19,1.06,1.25,0.98,1.06,0.99,1.0,0.88,0.87,1.02
a_0,1.65,1.89,1.95,1.77,1.73,1.4,1.25,1.18,1.13,1.14,0.83,1.09,1.1,1.0,0.97,0.87
e_0,1.71,2.26,1.87,1.75,1.57,1.6,1.51,1.0,1.07,1.0,0.93,0.76,1.16,0.94,1.0,0.97
g_0,1.73,1.79,1.73,2.18,1.89,1.38,1.06,1.06,1.16,1.14,1.15,1.27,0.96,1.05,1.0,1.0
