,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.67,3.68,6.21,5.68,5.31,5.6,3.28,2.17,1.78,2.17,1.76,2.46,1.88,1.89,,1.71
f_1,7.17,0.67,5.12,6.14,5.5,5.81,1.9,1.93,2.32,2.64,1.88,,1.92,1.29,1.85,1.59
c_1,5.03,6.76,0.65,7.3,5.79,4.85,2.73,1.45,,2.26,2.06,2.15,1.86,1.56,2.44,1.81
d_1,6.76,6.22,4.78,0.65,5.27,8.47,2.84,,2.06,1.79,2.06,2.5,2.18,1.89,1.59,1.11
b_1,6.27,6.45,3.97,6.06,0.64,8.63,2.48,2.04,2.52,2.82,,2.01,2.45,1.71,1.91,1.66
a_1,6.54,6.88,7.64,6.75,5.05,0.57,3.06,2.53,2.63,3.21,2.62,2.56,,2.35,,2.63
h_1,4.2,5.9,5.7,4.09,5.12,3.82,0.61,2.08,2.06,2.52,1.81,1.8,1.66,,1.31,1.41
d_0,3.28,4.54,5.52,,5.08,3.87,1.93,0.69,2.16,2.3,2.11,1.59,1.23,1.34,1.34,1.59
c_0,5.91,4.41,,3.96,4.79,5.47,1.87,1.61,0.7,2.3,1.96,1.81,1.24,1.39,1.34,1.19
g_1,8.84,7.49,6.51,6.06,5.28,5.29,1.64,2.47,1.67,0.56,1.87,2.32,2.0,1.2,,
b_0,6.13,6.2,6.65,4.92,,4.95,2.42,2.02,1.05,2.09,0.66,1.57,2.66,1.45,,1.56
f_0,4.22,,4.92,4.64,6.5,6.31,2.61,2.08,1.87,1.63,2.2,0.64,2.58,1.74,2.46,0.94
a_0,6.46,5.93,6.06,5.37,6.32,,2.75,2.65,2.06,2.3,1.14,1.67,0.63,,,1.3
h_0,4.84,5.28,4.63,3.74,4.21,3.76,,1.84,1.71,2.13,1.83,1.31,,,1.68,1.68
e_0,,5.68,4.93,5.81,8.34,,2.81,2.28,2.68,,,1.38,,1.4,0.6,
g_0,5.27,4.46,5.23,6.48,4.53,3.31,2.12,2.2,2.35,,1.59,2.27,2.29,0.94,,
