,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.92,0.45,0.31,0.45,0.36,0.22,0.37,0.27,0.61,0.32,0.34,0.3,0.39,0.24,0.17,0.28
f_1,0.67,0.92,0.32,0.38,0.36,0.18,0.33,0.25,0.38,0.33,0.3,0.21,0.35,0.19,0.12,0.29
d_1,0.43,0.47,0.93,0.29,0.29,0.22,0.39,0.31,0.25,0.64,0.4,0.34,0.39,0.28,0.25,0.29
c_1,0.39,0.39,0.37,0.91,0.6,0.23,0.37,0.28,0.33,0.21,0.24,0.31,0.34,0.22,0.26,0.25
b_1,0.38,0.42,0.41,0.41,0.9,0.41,0.35,0.3,0.33,0.31,0.23,0.31,0.33,0.19,0.21,0.27
a_1,0.45,0.46,0.38,0.37,0.34,0.89,0.39,0.27,0.38,0.39,0.33,0.33,0.42,0.15,0.25,0.33
h_1,0.45,0.58,0.44,0.38,0.33,0.23,0.66,0.41,0.32,0.36,0.36,0.33,0.28,0.23,0.23,0.41
g_1,0.39,0.46,0.61,0.39,0.32,0.23,0.37,0.64,0.31,0.39,0.37,0.51,0.36,0.26,0.31,0.24
d_0,0.45,0.46,0.28,0.66,0.43,0.23,0.41,0.31,0.55,0.26,0.33,0.31,0.37,0.23,0.24,0.3
c_0,0.5,0.55,0.42,0.36,0.28,0.2,0.45,0.34,0.37,0.54,0.6,0.31,0.43,0.31,0.27,0.34
b_0,0.52,0.53,0.43,0.41,0.26,0.21,0.42,0.33,0.38,0.37,0.54,0.29,0.4,0.48,0.25,0.36
f_0,0.37,0.42,0.52,0.38,0.36,0.23,0.48,0.34,0.38,0.43,0.37,0.54,0.43,0.27,0.48,0.39
h_0,0.48,0.57,0.44,0.4,0.36,0.18,0.32,0.37,0.4,0.37,0.32,0.33,0.28,0.21,0.22,0.4
a_0,0.49,0.54,0.45,0.37,0.31,0.17,0.37,0.34,0.34,0.44,0.34,0.3,0.44,0.51,0.26,0.35
e_0,0.42,0.53,0.42,0.38,0.41,0.26,0.45,0.36,0.34,0.39,0.39,0.31,0.47,0.26,0.47,0.32
g_0,0.43,0.43,0.58,0.39,0.31,0.24,0.4,0.29,0.33,0.39,0.35,0.45,0.39,0.29,0.27,0.29
