,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.2,0.93,0.89,0.81,0.65,0.42,0.45,0.4,0.37,0.38,0.36,0.31,0.31,0.27,0.32
e_1,0.84,1.0,1.14,0.87,0.96,0.72,0.49,0.59,0.45,0.42,0.37,0.41,0.35,0.32,0.37,0.35
c_1,1.07,0.89,1.0,1.02,1.22,0.78,0.51,0.36,0.42,0.36,0.32,0.37,0.37,0.34,0.35,0.31
d_1,1.14,1.13,0.97,1.0,0.93,0.66,0.47,0.48,0.38,0.56,0.46,0.35,0.37,0.36,0.33,0.27
b_1,1.24,1.05,0.83,1.08,1.0,1.21,0.6,0.48,0.48,0.5,0.46,0.45,0.4,0.35,0.38,0.35
a_1,1.52,1.34,1.28,1.48,0.85,1.0,0.8,0.65,0.72,0.58,0.73,0.58,0.57,0.47,0.46,0.45
h_1,2.41,2.01,2.02,2.14,1.72,1.28,1.0,0.89,1.01,0.86,0.79,0.8,0.77,0.65,0.65,0.78
d_0,2.13,1.74,2.82,2.02,2.12,1.53,1.09,1.0,0.96,0.76,0.84,0.75,0.77,0.74,0.73,0.76
g_1,2.43,2.2,2.41,2.58,2.06,1.33,0.96,1.04,1.0,1.0,0.91,1.03,0.72,0.71,0.82,0.76
c_0,2.56,2.47,2.78,1.82,2.0,1.63,1.16,1.31,0.99,1.0,1.19,0.87,0.97,0.92,0.8,0.82
b_0,2.56,2.64,3.07,2.2,2.27,1.42,1.22,1.2,1.16,0.84,1.0,1.03,0.99,1.12,0.74,0.87
f_0,2.83,2.53,2.68,2.84,2.21,1.69,1.21,1.3,0.93,1.11,1.03,1.0,0.96,0.84,1.14,0.73
h_0,3.08,3.03,2.67,2.67,2.48,1.71,1.29,1.23,1.43,1.07,1.04,1.03,1.0,0.91,0.9,0.98
a_0,3.03,3.04,3.11,2.83,2.74,2.02,1.49,1.37,1.43,1.08,0.92,1.17,1.05,1.0,1.09,0.83
e_0,3.53,2.72,2.91,2.95,2.57,2.21,1.53,1.36,1.17,1.21,1.25,0.86,1.16,0.99,1.0,1.04
g_0,3.3,2.9,3.17,3.66,2.88,2.12,1.28,1.3,1.34,1.27,1.16,1.38,1.05,1.12,1.03,1.0
