,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.06,1.45,2.45,2.48,2.46,1.81,0.84,1.01,0.64,0.76,0.7,0.76,0.5,0.62,0.85,0.52
f_1,2.54,1.06,2.09,2.25,2.05,1.61,0.68,0.85,0.61,0.66,0.63,0.73,0.39,0.57,0.52,0.57
d_1,2.63,2.55,1.06,2.13,2.12,2.16,0.91,0.6,0.75,1.25,0.67,0.58,0.48,0.6,0.64,0.36
c_1,2.05,2.42,3.3,1.06,2.99,2.23,0.98,0.81,1.07,0.48,0.68,0.67,0.57,0.75,0.55,0.5
b_1,2.62,3.33,2.53,1.57,1.07,3.1,1.26,1.08,1.04,0.89,1.29,0.77,0.77,0.55,0.69,0.6
a_1,3.96,4.93,3.14,4.03,1.83,1.07,1.36,1.28,1.0,1.32,1.14,0.76,0.85,2.27,0.95,0.86
h_1,6.13,6.17,5.87,6.11,4.96,4.37,1.32,2.52,1.7,1.7,1.66,1.55,1.65,1.5,1.17,1.55
g_1,6.12,7.74,6.98,7.34,7.35,5.65,1.88,1.35,2.34,2.12,1.86,1.95,1.36,1.49,1.62,1.7
c_0,7.8,8.57,4.37,12.85,6.87,6.19,2.67,2.47,1.51,2.7,2.41,2.09,1.59,1.98,2.02,1.55
d_0,4.88,7.23,9.92,8.69,7.74,5.27,2.87,2.97,2.08,1.54,2.4,2.18,1.75,1.73,1.59,1.73
b_0,6.97,8.15,7.28,9.82,10.03,5.66,2.89,2.86,1.38,1.91,1.52,1.79,1.66,2.2,1.96,1.38
f_0,7.69,16.49,8.98,8.09,7.57,8.4,3.78,2.37,2.52,2.57,2.55,1.64,2.31,2.0,2.56,1.18
h_0,10.63,12.31,9.31,10.13,7.76,8.14,6.24,3.68,2.98,3.22,3.06,2.38,2.94,2.13,2.73,2.59
a_0,10.15,10.86,9.44,9.74,14.01,10.56,3.79,4.41,2.85,3.5,1.86,3.45,3.13,1.62,2.74,1.85
e_0,14.0,13.35,10.29,9.85,9.88,9.75,5.02,3.95,3.28,3.58,3.39,1.97,2.37,3.0,1.65,3.0
g_0,10.38,11.97,12.6,11.53,11.74,8.71,3.63,5.51,3.58,3.26,3.77,4.13,2.04,3.08,2.79,3.42
