,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.43,1.43,1.94,1.4,1.36,1.24,2.87,4.99,2.97,2.95,3.47,3.64,3.9,3.64,3.04,4.19
f_1,2.19,2.5,1.5,1.33,1.29,1.35,2.54,3.35,2.71,3.06,3.18,2.47,3.46,2.93,2.47,3.81
c_1,1.29,1.43,2.51,1.58,2.43,1.36,2.8,2.77,2.5,2.19,2.5,3.29,3.95,3.26,3.2,4.11
d_1,1.35,1.61,1.25,2.57,1.52,1.53,3.08,2.69,2.95,4.97,3.56,3.48,4.19,3.55,3.7,3.68
b_1,1.48,1.52,1.24,1.48,2.74,2.6,2.59,2.9,2.77,3.24,2.53,3.11,4.18,3.15,3.76,3.68
a_1,1.59,1.61,1.55,1.52,1.22,3.22,2.94,2.94,3.11,3.59,3.88,3.27,4.81,3.17,3.47,4.44
h_1,1.5,2.01,1.43,1.58,1.39,1.39,4.49,3.02,3.8,3.38,3.28,3.39,3.39,3.62,2.96,5.27
d_0,1.32,1.6,2.37,1.2,1.75,1.62,3.34,4.19,2.71,2.57,3.45,3.27,3.98,3.63,3.86,4.42
g_1,1.37,1.54,1.54,2.0,1.41,1.5,2.92,3.17,4.69,3.5,3.55,4.94,3.92,3.3,3.98,3.91
c_0,1.63,1.77,1.57,1.46,1.29,1.47,3.32,3.65,3.26,4.48,5.64,3.61,4.84,4.0,4.34,4.49
b_0,1.57,1.66,1.94,1.66,1.11,1.26,3.18,3.69,2.82,3.03,4.62,3.35,4.33,6.3,4.14,4.57
f_0,1.14,1.5,1.72,1.6,1.74,1.66,3.3,3.52,2.7,3.49,3.98,4.72,4.49,3.32,6.67,4.57
h_0,1.66,2.08,1.45,1.64,1.46,1.35,2.73,3.06,3.62,3.25,3.37,3.38,3.51,3.42,3.39,5.02
a_0,1.45,1.72,1.78,1.67,1.44,1.3,3.15,3.74,2.67,3.69,3.06,3.57,4.33,5.16,3.71,4.0
e_0,1.26,1.95,1.66,1.63,1.5,1.78,3.6,2.81,2.77,2.99,2.93,2.87,4.49,3.55,5.44,4.77
g_0,1.4,1.43,1.46,2.22,1.69,1.37,2.65,2.7,2.54,3.45,3.61,4.42,3.98,3.89,3.88,3.86
