,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.89,0.21,0.16,0.19,0.15,0.09,0.19,0.15,0.34,0.15,0.15,0.14,0.18,0.13,0.06,0.1
f_1,0.37,0.89,0.17,0.16,0.14,0.07,0.16,0.12,0.15,0.13,0.06,0.12,0.14,0.08,0.07,0.13
d_1,0.21,0.19,0.89,0.12,0.14,0.11,0.15,0.16,0.08,0.33,0.17,0.17,0.18,0.1,0.11,0.14
c_1,0.17,0.22,0.17,0.88,0.27,0.08,0.15,0.11,0.16,0.05,0.14,0.1,0.18,0.11,0.11,0.14
b_1,0.19,0.21,0.15,0.17,0.88,0.19,0.19,0.15,0.17,0.18,0.15,0.06,0.15,0.1,0.09,0.14
a_1,0.17,0.23,0.18,0.2,0.14,0.88,0.19,0.1,0.15,0.16,0.13,0.15,0.14,0.05,0.08,0.15
h_1,0.23,0.31,0.24,0.2,0.16,0.11,0.57,0.25,0.18,0.18,0.19,0.16,0.1,0.12,0.14,0.21
g_1,0.22,0.21,0.36,0.16,0.15,0.12,0.21,0.56,0.17,0.18,0.31,0.18,0.19,0.15,0.17,0.08
d_0,0.21,0.23,0.14,0.39,0.19,0.12,0.22,0.15,0.39,0.16,0.18,0.17,0.19,0.14,0.13,0.17
c_0,0.27,0.24,0.24,0.1,0.15,0.12,0.21,0.17,0.21,0.43,0.22,0.36,0.2,0.15,0.13,0.21
f_0,0.2,0.13,0.27,0.25,0.18,0.13,0.25,0.19,0.2,0.21,0.43,0.22,0.21,0.17,0.27,0.21
b_0,0.28,0.23,0.27,0.21,0.11,0.09,0.19,0.17,0.2,0.16,0.21,0.43,0.25,0.3,0.16,0.21
h_0,0.23,0.35,0.23,0.22,0.17,0.1,0.11,0.22,0.22,0.17,0.17,0.16,0.13,0.13,0.13,0.22
a_0,0.22,0.25,0.28,0.21,0.17,0.08,0.24,0.17,0.21,0.17,0.18,0.17,0.26,0.38,0.16,0.17
e_0,0.14,0.3,0.24,0.21,0.19,0.11,0.25,0.16,0.21,0.24,0.19,0.2,0.21,0.17,0.37,0.2
g_0,0.22,0.2,0.4,0.24,0.16,0.1,0.22,0.11,0.17,0.2,0.21,0.18,0.19,0.14,0.12,0.1
