,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.65,0.69,1.11,0.91,1.02,0.81,0.44,0.42,0.34,0.47,0.35,0.41,0.3,0.33,0.39,0.3
f_1,1.07,0.65,0.95,0.92,0.8,0.72,0.33,0.38,0.34,0.48,0.36,0.38,0.23,0.32,0.29,0.3
c_1,0.79,0.99,0.64,1.19,1.08,0.84,0.48,0.25,0.38,0.43,0.3,0.34,0.28,0.33,0.32,0.29
d_1,1.11,1.07,0.95,0.63,0.95,0.88,0.39,0.43,0.36,0.3,0.38,0.35,0.26,0.34,0.3,0.2
b_1,1.09,1.21,0.73,1.16,0.61,1.19,0.52,0.38,0.5,0.47,0.46,0.34,0.31,0.33,0.35,0.3
a_1,1.25,1.35,1.17,1.23,0.71,0.57,0.57,0.48,0.45,0.55,0.54,0.41,0.39,0.48,0.35,0.35
h_1,1.58,1.81,1.54,1.56,1.47,1.37,0.53,0.6,0.57,0.79,0.56,0.53,0.49,0.48,0.52,0.47
d_0,1.2,1.6,1.97,1.98,1.88,1.6,0.85,0.56,0.57,0.72,0.64,0.59,0.52,0.55,0.6,0.56
c_0,1.95,1.93,2.09,1.33,1.59,1.46,0.77,0.79,0.54,0.73,0.75,0.6,0.52,0.59,0.58,0.48
g_1,1.78,1.84,1.7,1.88,1.62,1.51,0.6,0.64,0.67,0.5,0.64,0.65,0.46,0.54,0.58,0.55
b_0,1.77,1.78,2.38,1.51,2.16,1.46,0.78,0.67,0.44,0.73,0.53,0.64,0.52,0.63,0.52,0.56
f_0,1.66,2.2,1.97,1.87,1.98,1.83,0.84,0.67,0.67,0.59,0.63,0.53,0.58,0.51,0.66,0.4
h_0,1.98,2.21,1.97,2.14,1.92,1.68,1.1,0.69,0.74,0.9,0.72,0.7,0.63,0.63,0.63,0.56
a_0,2.11,2.27,2.16,1.79,2.28,2.31,0.94,0.75,0.7,0.88,0.53,0.77,0.6,0.52,0.6,0.58
e_0,2.28,2.53,2.12,2.2,1.93,1.85,0.89,0.76,0.77,0.8,0.84,0.5,0.63,0.8,0.53,0.53
g_0,2.22,2.26,2.21,2.21,2.27,1.86,0.87,0.84,0.8,0.97,0.74,0.86,0.55,0.68,0.73,0.64
