,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.96,0.93,0.53,0.63,0.47,0.36,0.4,0.35,0.43,0.32,0.33,0.27,0.3,0.25,0.18,0.27
e_1,0.62,0.96,0.51,0.79,0.55,0.36,0.43,0.37,0.57,0.31,0.36,0.35,0.36,0.3,0.24,0.29
d_1,0.75,0.65,0.96,0.49,0.5,0.43,0.41,0.36,0.36,0.57,0.41,0.35,0.38,0.29,0.29,0.29
c_1,0.6,0.55,0.65,0.96,0.91,0.42,0.45,0.37,0.35,0.28,0.25,0.31,0.34,0.26,0.26,0.29
b_1,0.77,0.6,0.72,0.52,0.95,0.69,0.46,0.41,0.36,0.41,0.3,0.32,0.43,0.3,0.29,0.32
a_1,0.87,0.8,0.75,0.76,0.58,0.94,0.52,0.48,0.49,0.44,0.43,0.33,0.45,0.31,0.27,0.36
h_1,1.22,1.01,0.94,0.84,0.75,0.51,0.82,0.61,0.59,0.43,0.48,0.43,0.48,0.39,0.4,0.52
g_1,0.94,0.84,1.29,0.91,0.87,0.62,0.57,0.8,0.54,0.56,0.53,0.68,0.54,0.43,0.52,0.4
d_0,0.96,0.92,0.76,1.43,0.99,0.59,0.67,0.63,0.75,0.44,0.47,0.49,0.56,0.41,0.45,0.42
c_0,1.18,1.08,0.94,0.93,0.74,0.64,0.76,0.63,0.7,0.75,0.9,0.51,0.67,0.57,0.5,0.49
b_0,1.09,1.03,1.02,1.1,0.86,0.57,0.8,0.64,0.71,0.52,0.76,0.56,0.67,0.74,0.49,0.51
f_0,1.0,0.94,1.14,0.96,0.95,0.79,0.81,0.57,0.7,0.68,0.59,0.75,0.7,0.52,0.86,0.5
h_0,1.31,1.1,1.17,1.16,0.88,0.67,0.73,0.79,0.69,0.54,0.56,0.57,0.54,0.51,0.5,0.61
a_0,1.19,1.09,1.27,1.05,1.01,0.67,0.83,0.75,0.72,0.61,0.56,0.62,0.66,0.69,0.53,0.51
e_0,1.4,1.02,1.2,1.16,0.95,0.81,0.82,0.6,0.71,0.54,0.63,0.51,0.7,0.54,0.69,0.53
g_0,1.21,1.2,1.5,1.08,0.9,0.7,0.77,0.77,0.7,0.72,0.62,0.81,0.61,0.48,0.59,0.46
