,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,109.58,67.99,73.25,121.25,106.23,333.53,11002.68,17678.47,37949.83,29529.85,47274.23,48512.09,115624.47,134533.34,125029.19,260175.99
f_1,96.57,115.02,78.9,103.08,86.88,274.66,8719.34,15777.31,23218.37,31598.1,33379.26,44409.59,101652.3,124089.27,127077.92,201776.95
d_1,60.53,68.24,140.39,77.16,95.22,290.3,9054.02,14759.16,16668.5,45678.19,38472.26,46535.42,105823.21,136888.94,148193.24,188558.48
c_1,47.84,56.15,83.29,153.24,142.86,290.51,8551.55,13003.72,18874.18,20746.17,36063.81,30350.28,99687.02,113456.42,142577.82,227899.11
b_1,51.12,61.03,81.32,71.29,160.32,484.61,8412.62,14073.44,20020.29,29198.82,42461.9,30836.12,97691.95,97114.36,161967.04,225892.34
a_1,36.45,47.06,57.49,56.01,51.03,421.13,6201.06,11418.37,14695.71,21197.4,27315.53,31467.68,74426.38,72740.61,116989.69,136492.09
h_1,15.05,21.11,23.72,26.25,23.75,77.23,3367.52,4652.82,5959.34,7370.89,9864.28,11599.64,23690.72,31078.41,43448.34,79893.5
g_1,12.59,13.14,23.64,21.57,22.92,55.99,2017.46,5258.33,4534.07,7043.45,12822.56,8124.93,19239.21,27678.25,35635.46,46480.35
d_0,10.57,13.7,13.76,29.85,19.47,66.43,1828.93,3150.15,5939.42,4950.0,8295.94,8118.38,21328.47,24691.87,30649.75,47524.34
c_0,12.97,12.32,14.97,14.75,16.05,55.23,1912.46,2883.97,4672.32,7333.42,8367.34,13006.22,18495.45,29184.4,27380.91,46027.73
f_0,8.0,10.58,14.72,17.87,18.61,55.59,1686.51,2437.48,3867.65,4555.86,9647.53,6852.7,19256.7,20636.95,47689.13,42432.97
b_0,9.55,11.43,14.04,19.21,15.18,36.45,1483.11,3010.21,4085.22,4503.52,7381.7,9831.15,17917.29,38695.21,26533.55,38409.98
h_0,8.03,10.69,11.53,11.74,11.95,37.03,945.2,2832.43,3059.61,3938.2,5245.0,5598.09,11169.39,18378.07,17391.47,36395.58
a_0,7.53,8.11,9.01,11.34,13.48,19.5,1165.38,2024.61,2686.15,3501.6,5582.15,4315.13,10961.55,22709.67,18045.83,32535.74
e_0,5.64,8.14,10.7,9.93,10.35,32.12,1127.17,1746.41,2660.61,3647.15,3813.97,5128.48,13332.54,13925.13,25186.78,24793.32
g_0,4.69,6.82,12.39,9.22,9.61,36.65,779.37,1438.07,1802.65,3142.44,5874.6,4300.2,9870.79,10619.73,18673.12,21793.03
