,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.17,0.43,0.98,0.81,0.79,0.78,0.28,0.17,0.15,0.23,0.18,0.18,0.15,0.13,0.34,0.13
f_1,0.75,0.17,0.75,0.69,0.8,0.8,0.15,0.16,0.15,0.27,0.16,0.3,0.13,0.08,0.12,0.12
c_1,0.63,0.95,0.15,1.02,0.61,0.69,0.25,0.1,0.36,0.21,0.16,0.16,0.15,0.12,0.17,0.12
d_1,0.98,0.85,0.67,0.15,0.74,0.71,0.21,0.42,0.13,0.14,0.15,0.18,0.14,0.11,0.13,0.07
b_1,0.74,0.97,0.43,0.75,0.14,0.8,0.23,0.17,0.19,0.24,0.34,0.16,0.2,0.12,0.17,0.13
a_1,0.76,0.67,0.97,0.83,0.48,0.09,0.25,0.2,0.18,0.27,0.17,0.17,0.32,0.13,0.19,0.12
h_1,0.61,0.71,0.68,0.56,0.62,0.51,0.06,0.16,0.13,0.2,0.13,0.13,0.13,0.22,0.1,0.09
d_0,0.32,0.6,0.82,1.22,0.68,0.59,0.18,0.06,0.14,0.29,0.16,0.11,0.11,0.09,0.12,0.11
c_0,0.71,0.64,1.41,0.32,0.71,0.69,0.18,0.15,0.06,0.19,0.11,0.12,0.09,0.09,0.11,0.08
g_1,0.75,0.78,0.65,0.53,0.72,0.6,0.12,0.13,0.12,0.05,0.11,0.12,0.13,0.06,0.11,0.16
b_0,0.63,0.64,0.78,0.46,1.32,0.61,0.15,0.17,0.06,0.16,0.05,0.1,0.12,0.08,0.11,0.09
f_0,0.45,1.42,0.61,0.59,0.67,0.65,0.18,0.13,0.1,0.11,0.11,0.05,0.12,0.1,0.13,0.05
a_0,0.54,0.64,0.73,0.56,0.88,0.79,0.17,0.14,0.11,0.18,0.06,0.11,0.05,0.1,0.11,0.1
h_0,0.55,0.7,0.61,0.53,0.58,0.55,0.26,0.11,0.13,0.17,0.13,0.1,0.13,0.11,0.1,0.08
e_0,1.0,0.72,0.67,0.48,0.62,0.5,0.15,0.15,0.12,0.15,0.13,0.06,0.13,0.08,0.04,0.09
g_0,0.57,0.6,0.63,0.62,0.59,0.45,0.15,0.15,0.15,0.38,0.12,0.13,0.15,0.06,0.1,0.12
