,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.17,0.27,0.49,0.48,0.44,0.47,0.13,0.1,0.1,0.14,0.11,0.14,0.07,0.1,0.07,0.16
f_1,0.42,0.17,0.41,0.43,0.42,0.4,0.09,0.09,0.09,0.15,0.09,0.13,0.05,0.08,0.07,0.08
d_1,0.52,0.45,0.16,0.51,0.47,0.37,0.12,0.15,0.08,0.08,0.09,0.08,0.06,0.08,0.04,0.07
c_1,0.36,0.47,0.59,0.15,0.37,0.42,0.14,0.05,0.13,0.13,0.09,0.09,0.07,0.09,0.07,0.09
b_1,0.47,0.5,0.51,0.25,0.12,0.45,0.16,0.1,0.13,0.16,0.15,0.09,0.07,0.1,0.06,0.08
a_1,0.43,0.51,0.5,0.41,0.26,0.08,0.17,0.1,0.11,0.16,0.14,0.1,0.07,0.16,0.07,0.08
h_1,0.38,0.39,0.37,0.42,0.39,0.36,0.06,0.09,0.08,0.13,0.08,0.07,0.08,0.08,0.06,0.06
d_0,0.25,0.35,0.55,0.45,0.41,0.43,0.14,0.06,0.09,0.13,0.1,0.1,0.07,0.08,0.07,0.1
c_0,0.42,0.41,0.23,0.78,0.44,0.35,0.12,0.1,0.06,0.09,0.08,0.08,0.06,0.08,0.06,0.08
g_1,0.38,0.39,0.35,0.47,0.47,0.41,0.09,0.09,0.08,0.05,0.08,0.08,0.04,0.07,0.07,0.08
b_0,0.38,0.4,0.31,0.53,0.77,0.35,0.1,0.08,0.04,0.1,0.05,0.07,0.06,0.06,0.05,0.06
f_0,0.38,0.51,0.34,0.41,0.4,0.45,0.11,0.08,0.08,0.08,0.08,0.04,0.06,0.08,0.04,0.07
h_0,0.4,0.42,0.37,0.43,0.39,0.31,0.15,0.09,0.07,0.1,0.08,0.07,0.07,0.09,0.05,0.07
a_0,0.36,0.37,0.36,0.41,0.51,0.57,0.12,0.08,0.07,0.1,0.04,0.07,0.06,0.04,0.07,0.08
g_0,0.39,0.4,0.37,0.41,0.43,0.36,0.09,0.09,0.08,0.12,0.08,0.07,0.05,0.07,0.08,0.07
e_0,0.5,0.55,0.3,0.39,0.36,0.41,0.11,0.1,0.08,0.1,0.07,0.04,0.06,0.07,0.04,0.04
