,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.53,1.37,0.84,0.93,0.73,0.61,0.91,0.92,0.93,0.96,0.96,0.74,1.0,0.87,0.68,1.01
e_1,0.86,1.53,0.83,0.99,0.89,0.67,1.2,1.01,1.61,1.04,1.1,1.1,1.17,0.96,0.78,1.1
d_1,0.94,0.95,1.56,0.78,0.79,0.74,1.03,1.0,0.88,1.58,1.18,1.03,1.18,0.94,0.94,1.01
c_1,0.96,0.88,0.93,1.57,1.38,0.71,0.95,0.85,0.84,0.73,0.66,0.91,1.08,0.81,0.76,0.93
b_1,1.04,0.82,0.93,0.8,1.64,1.37,1.24,0.95,1.13,1.03,0.94,1.04,1.07,0.75,0.92,1.11
a_1,1.17,1.05,0.99,1.0,0.69,1.78,1.28,1.12,1.23,1.15,1.2,1.06,1.22,0.97,1.1,1.04
h_1,1.53,1.02,1.21,1.07,0.89,0.83,1.8,1.64,1.34,1.16,1.29,1.18,1.27,1.0,1.19,1.51
g_1,1.17,1.0,1.51,1.2,0.95,0.89,1.1,1.89,1.19,1.27,1.33,1.63,1.41,1.16,1.09,1.16
d_0,1.28,0.97,0.96,1.93,1.17,0.86,1.33,1.28,1.73,0.98,1.31,1.26,1.47,1.26,1.26,1.38
c_0,1.29,1.11,1.18,1.07,0.9,0.8,1.47,1.55,1.66,1.78,2.34,1.4,1.71,1.62,1.26,1.51
b_0,1.34,1.18,1.2,1.43,0.8,0.7,1.41,1.35,1.47,1.17,1.81,1.37,1.58,2.31,1.36,1.38
f_0,1.15,0.91,1.34,1.38,1.17,0.91,1.49,1.2,1.6,1.36,1.45,1.83,1.69,1.34,2.12,1.31
h_0,1.56,1.21,1.38,1.24,1.09,0.9,1.18,1.54,1.46,1.31,1.37,1.17,1.35,1.32,1.14,1.63
a_0,1.37,1.23,1.42,1.4,1.22,0.69,1.46,1.4,1.44,1.25,1.19,1.53,1.81,1.84,1.47,1.56
e_0,1.49,1.09,1.29,1.34,1.12,0.98,1.39,1.44,1.42,1.56,1.4,1.16,1.83,1.35,1.93,1.5
g_0,1.19,1.13,1.77,1.37,1.1,0.98,1.34,1.34,1.38,1.4,1.47,1.98,1.4,1.31,1.38,1.25
