,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.05,1.16,1.69,1.81,1.67,1.49,0.72,0.77,0.51,0.68,0.51,0.68,0.42,0.43,0.61,0.4
f_1,1.93,1.05,1.63,1.71,1.53,1.31,0.54,0.68,0.49,0.53,0.49,0.53,0.28,0.42,0.39,0.37
d_1,1.88,1.87,1.05,1.87,1.51,1.26,0.64,0.43,0.58,0.77,0.55,0.49,0.38,0.38,0.44,0.29
c_1,1.59,1.95,2.22,1.05,2.12,1.33,0.69,0.78,0.65,0.37,0.57,0.51,0.47,0.5,0.41,0.42
b_1,2.09,2.58,2.52,1.28,1.06,2.44,0.84,0.84,0.82,0.59,0.8,0.6,0.54,0.52,0.57,0.52
a_1,3.08,3.29,3.37,3.41,1.49,1.07,1.35,1.1,0.92,1.08,1.18,0.92,0.83,0.96,0.88,0.75
h_1,4.32,5.1,4.36,4.92,4.42,3.55,1.26,1.76,1.4,1.4,1.29,1.28,1.26,1.17,1.2,1.05
g_1,5.26,5.47,5.58,5.52,5.08,4.43,1.7,1.26,1.52,1.53,1.62,1.69,1.14,1.47,1.35,1.29
c_0,5.69,5.84,3.84,8.29,5.3,4.94,2.21,1.93,1.4,2.07,1.93,1.53,1.25,1.44,1.44,1.18
d_0,3.77,5.69,6.53,6.59,6.37,4.39,2.45,2.47,1.61,1.4,1.56,1.55,1.33,1.54,1.37,1.42
b_0,5.83,5.88,4.99,7.21,7.33,4.36,2.38,2.26,1.23,2.02,1.39,1.59,1.56,1.86,1.44,1.25
f_0,5.37,8.1,6.08,7.36,7.09,5.36,2.57,1.74,1.98,1.94,1.87,1.41,1.45,1.75,2.01,0.97
h_0,7.98,9.39,8.05,8.07,7.08,5.09,3.64,2.72,2.25,2.54,2.15,2.15,2.05,1.88,1.99,1.96
a_0,9.15,8.36,8.39,8.56,9.84,8.32,3.22,3.35,2.29,2.39,1.68,2.41,1.89,1.59,1.9,1.74
e_0,10.47,13.07,8.17,9.49,8.63,6.4,3.13,2.86,2.27,2.57,2.55,1.48,1.71,2.34,1.49,1.64
g_0,8.57,9.65,9.75,9.68,8.52,6.82,2.81,3.9,2.65,2.82,2.64,2.92,1.62,2.17,2.33,2.07
