,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.15,48.69,112.57,78.35,75.43,70.16,22.47,28.64,15.47,15.91,13.83,28.79,12.32,20.95,,15.32
f_1,80.61,1.15,73.41,80.36,75.43,83.52,17.36,24.69,19.89,19.0,16.6,,10.13,15.52,15.36,14.04
d_1,88.29,89.07,1.15,94.97,84.58,116.93,27.29,17.9,,23.59,18.16,17.09,12.0,20.95,17.45,7.49
c_1,109.06,89.07,105.53,1.15,87.22,134.92,28.3,24.69,11.05,,26.41,18.86,17.54,17.46,19.2,13.48
b_1,119.61,98.7,129.88,56.98,1.15,,23.88,32.55,21.09,31.09,,21.88,15.2,26.19,25.6,17.74
a_1,218.12,158.78,198.65,223.86,,1.15,63.67,55.08,46.4,38.0,32.28,42.08,20.73,,,21.06
h_1,115.88,114.12,116.45,108.07,126.86,76.26,2.0,32.55,16.19,19.54,20.75,27.35,,14.45,32.0,12.96
g_1,161.22,101.44,105.53,108.07,132.9,116.93,25.47,2.0,22.45,19.0,30.58,23.78,15.2,,27.43,
d_0,47.54,93.64,,94.97,79.74,103.18,23.88,32.55,2.89,20.12,16.6,21.88,13.41,20.95,12.8,16.05
c_0,84.27,114.12,45.03,,103.37,87.7,22.47,25.57,29.0,2.79,22.35,19.54,12.32,22.05,20.21,12.96
b_0,115.88,117.81,99.32,149.24,,103.18,30.56,22.38,29.0,10.52,3.07,21.88,16.29,18.22,19.2,22.47
f_0,185.4,,120.61,156.7,107.35,109.62,29.38,19.35,27.84,24.43,25.26,2.91,12.32,27.93,25.6,7.84
h_0,95.08,91.3,86.59,94.97,93.03,79.73,,26.52,14.81,20.73,17.61,12.43,,19.95,20.21,12.04
a_0,127.86,192.21,211.06,116.07,253.73,,58.77,,24.86,40.24,15.29,32.18,17.54,2.87,,
e_0,,192.21,160.81,130.58,253.73,,54.57,32.55,43.5,36.0,41.5,14.03,25.33,,2.84,24.07
g_0,137.33,152.17,135.08,156.7,126.86,146.17,24.65,,26.77,28.5,22.35,27.35,9.5,,17.45,
