,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,2.33,5.41,5.26,3.32,4.04,1.7,1.97,1.69,1.81,1.63,1.46,1.52,1.22,,1.19
f_1,4.72,0.42,3.23,3.86,4.15,4.13,1.44,2.8,1.34,1.5,1.8,,0.88,1.36,2.11,1.45
d_1,3.55,3.99,0.4,3.8,3.88,3.89,2.33,1.1,1.48,,1.3,1.98,1.65,1.67,1.46,1.22
c_1,2.81,3.74,4.28,0.38,4.51,3.51,1.84,2.4,,1.03,1.82,1.46,1.26,1.72,1.7,1.33
b_1,3.03,2.77,3.73,2.25,0.37,4.67,1.91,2.02,2.72,1.96,,1.58,1.66,1.94,1.42,1.14
a_1,3.52,3.91,2.82,3.7,2.41,0.31,1.93,1.85,1.79,2.24,1.9,1.46,1.64,,1.61,1.46
h_1,1.83,1.94,1.78,1.63,1.91,1.54,0.26,0.99,0.91,0.78,0.67,0.92,,0.83,,0.83
g_1,1.7,1.68,2.1,1.55,2.24,2.28,0.72,0.25,0.82,0.9,0.83,1.37,0.51,0.79,0.94,
c_0,1.64,1.72,1.19,,1.05,1.48,0.78,0.88,0.29,0.93,0.98,0.69,0.77,0.74,0.63,0.51
d_0,1.14,1.37,,1.71,1.23,1.53,1.11,0.9,0.76,0.29,0.67,0.82,0.82,0.68,0.53,0.68
b_0,1.86,1.87,1.77,1.52,,1.38,1.14,1.07,0.46,0.77,0.26,0.68,0.52,0.98,0.92,0.46
f_0,1.68,,1.73,1.83,1.8,1.98,0.81,0.45,0.69,0.66,0.76,0.26,0.74,0.76,1.08,0.5
h_0,1.36,1.47,1.04,1.23,1.45,1.02,,0.85,0.53,0.42,0.73,0.55,,0.66,0.57,0.53
a_0,1.83,2.29,1.53,1.82,1.81,,0.83,1.09,0.74,0.82,0.42,0.72,0.5,0.23,,0.68
e_0,,1.51,1.91,1.29,1.57,1.39,,0.82,0.76,0.79,0.79,0.43,0.48,,0.22,0.7
g_0,1.87,1.67,1.19,1.45,1.65,1.58,0.49,,0.66,0.54,0.69,0.57,0.36,0.49,0.51,
