,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.45,2.45,4.81,4.63,5.02,4.36,1.54,0.8,1.14,0.65,0.73,1.01,0.74,0.75,3.71,0.82
f_1,4.03,0.44,3.68,4.58,5.24,4.12,0.82,0.92,1.27,0.83,1.06,2.46,0.4,1.05,0.8,0.64
c_1,3.68,5.15,0.43,7.74,4.11,3.41,1.05,0.52,1.48,3.56,0.84,1.08,0.65,0.82,0.75,0.52
d_1,4.91,4.24,5.24,0.42,4.61,5.16,1.24,4.86,0.82,0.9,0.81,0.94,0.66,0.73,0.98,0.46
b_1,5.71,5.08,2.39,4.5,0.39,5.56,1.62,1.13,1.69,1.49,5.06,0.88,0.9,1.04,1.19,0.92
a_1,7.73,6.99,7.29,6.21,2.65,0.33,1.6,1.23,1.86,0.93,1.97,1.13,1.02,7.25,1.01,1.06
h_1,5.35,6.04,5.02,5.18,4.96,4.62,0.35,0.86,1.89,1.09,0.97,0.85,1.5,1.25,0.74,1.04
d_0,2.8,5.84,5.97,15.69,5.96,6.12,2.27,0.44,1.88,1.16,1.16,1.1,0.99,1.02,1.18,0.87
g_1,6.14,5.76,6.62,3.97,6.13,7.69,1.24,1.48,0.31,1.23,1.22,0.97,0.63,1.24,1.27,1.54
c_0,5.77,6.48,25.28,2.68,6.92,6.45,1.94,1.84,1.73,0.43,1.19,1.04,0.82,1.04,0.94,1.1
b_0,4.82,5.95,9.15,5.01,18.41,4.71,1.79,1.17,1.73,0.63,0.41,1.02,0.83,1.35,1.03,0.69
f_0,5.28,16.12,6.57,5.52,6.33,6.16,2.47,1.31,1.09,1.52,1.09,0.39,0.91,1.79,1.29,0.6
h_0,6.54,7.45,7.76,6.16,6.46,7.12,3.97,1.54,2.3,1.43,1.43,1.48,1.77,1.22,1.08,0.71
a_0,6.83,7.51,7.7,5.76,8.7,,2.14,2.07,1.98,1.2,0.83,1.33,1.02,0.36,1.32,0.9
e_0,15.12,9.97,6.31,6.43,6.63,5.72,1.79,1.55,1.77,1.69,1.37,0.65,1.02,0.9,0.35,0.91
g_0,8.2,6.85,7.26,8.04,7.65,6.54,1.58,2.41,4.12,1.59,1.45,1.46,0.79,1.65,1.44,2.0
