,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.17,0.58,0.59,0.67,0.68,0.57,0.14,0.24,0.13,0.12,0.15,0.26,0.07,0.12,0.13,0.11
e_1,0.36,0.17,0.75,0.79,0.77,0.69,0.19,0.28,0.16,0.13,0.13,0.19,0.11,0.15,0.28,0.1
d_1,0.76,0.74,0.15,0.72,0.67,0.55,0.17,0.1,0.28,0.12,0.12,0.11,0.09,0.13,0.13,0.06
c_1,0.77,0.57,0.8,0.15,0.57,0.55,0.2,0.18,0.07,0.25,0.14,0.11,0.11,0.15,0.12,0.09
b_1,0.71,0.7,0.73,0.36,0.13,0.78,0.21,0.16,0.14,0.18,0.33,0.14,0.1,0.12,0.12,0.12
a_1,0.77,0.66,0.71,0.67,0.33,0.09,0.25,0.26,0.14,0.15,0.18,0.14,0.1,0.22,0.13,0.11
h_1,0.57,0.49,0.47,0.53,0.56,0.53,0.06,0.14,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.08
g_1,0.68,0.6,0.49,0.49,0.49,0.52,0.11,0.05,0.11,0.09,0.11,0.1,0.05,0.11,0.1,0.09
d_0,0.55,0.29,0.83,0.53,0.51,0.56,0.16,0.19,0.06,0.12,0.12,0.12,0.09,0.1,0.12,0.09
c_0,0.52,0.52,0.26,1.12,0.62,0.52,0.14,0.16,0.17,0.06,0.1,0.14,0.08,0.12,0.09,0.09
b_0,0.49,0.59,0.35,0.75,1.06,0.51,0.15,0.14,0.14,0.05,0.05,0.11,0.07,0.09,0.1,0.06
f_0,1.0,0.51,0.5,0.56,0.42,0.43,0.14,0.1,0.1,0.12,0.12,0.05,0.07,0.11,0.09,0.04
h_0,0.49,0.52,0.47,0.54,0.46,0.51,0.25,0.16,0.12,0.09,0.13,0.1,0.12,0.09,0.08,0.07
a_0,0.59,0.54,0.45,0.55,0.64,0.7,0.2,0.15,0.12,0.08,0.05,0.09,0.08,0.04,0.09,0.07
e_0,0.71,0.83,0.42,0.49,0.55,0.53,0.13,0.12,0.11,0.12,0.12,0.05,0.06,0.08,0.04,0.06
g_0,0.64,0.49,0.44,0.58,0.6,0.49,0.11,0.21,0.11,0.09,0.11,0.09,0.05,0.09,0.09,0.11
