,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.8,1.19,0.9,0.98,0.8,0.72,0.87,0.62,0.72,0.64,0.72,0.62,0.59,0.6,0.6
f_1,1.25,1.0,0.98,0.93,0.81,0.74,0.58,0.69,0.61,0.68,0.65,0.58,0.51,0.55,0.49,0.58
c_1,0.84,1.02,1.0,1.1,1.24,0.86,0.76,0.52,0.6,0.67,0.49,0.6,0.6,0.57,0.57,0.58
d_1,1.09,1.08,0.89,1.0,0.91,0.88,0.67,0.67,0.77,0.55,0.75,0.64,0.57,0.64,0.56,0.49
b_1,1.03,1.21,0.82,1.09,1.0,1.33,0.8,0.64,0.79,0.71,0.65,0.6,0.63,0.55,0.63,0.57
a_1,1.2,1.34,1.17,1.14,0.77,1.0,0.87,0.8,0.79,0.8,0.86,0.68,0.75,0.65,0.6,0.65
h_1,1.4,1.7,1.35,1.45,1.25,1.17,1.0,0.92,0.89,1.16,0.91,0.85,0.79,0.77,0.84,0.89
d_0,1.16,1.44,1.92,1.48,1.61,1.3,1.11,1.0,0.84,0.97,0.98,0.91,0.94,0.85,0.93,0.9
c_0,1.67,1.65,1.64,1.34,1.25,1.27,1.06,1.16,1.0,0.96,1.29,0.92,0.91,0.93,0.9,0.86
g_1,1.45,1.44,1.47,1.8,1.39,1.27,0.87,0.98,1.03,1.0,0.98,1.13,0.84,0.85,0.94,0.88
b_0,1.59,1.51,1.96,1.4,1.54,1.17,1.1,1.06,0.77,1.01,1.0,1.01,0.94,1.13,0.8,0.98
f_0,1.39,1.69,1.66,1.57,1.68,1.5,1.2,1.05,1.02,0.88,0.96,1.0,1.01,0.83,1.18,0.77
h_0,1.65,1.92,1.64,1.78,1.55,1.32,1.28,1.04,1.09,1.19,1.04,0.98,1.0,0.94,0.93,0.99
a_0,1.71,1.79,1.78,1.58,1.78,1.51,1.23,1.16,1.07,1.21,0.86,1.17,1.02,1.0,0.9,0.97
e_0,1.69,1.98,1.74,1.84,1.58,1.46,1.19,1.1,1.1,1.12,1.2,0.83,1.05,1.14,1.0,0.87
g_0,1.69,1.7,1.73,2.01,1.77,1.46,1.18,1.09,1.14,1.12,1.04,1.32,0.97,0.99,1.1,1.0
