,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,100.14,74.23,70.37,130.0,202.49,720.78,10946.35,33464.98,23460.19,25406.74,36799.04,69585.14,120974.71,150233.54,203529.08,233534.83
f_1,88.49,107.54,72.59,109.12,190.8,643.24,9967.68,24380.65,21556.3,24723.63,31113.51,50755.24,100848.98,144950.69,190726.53,177799.17
d_1,65.78,78.0,109.76,97.29,190.56,639.85,10580.19,20732.89,32113.68,23009.75,39226.88,62611.8,121233.78,148477.05,182309.14,251547.14
c_1,55.57,64.86,63.18,151.63,261.11,619.11,8599.58,16492.4,14178.87,18132.04,23503.28,48324.02,96339.79,111375.25,156464.46,197109.02
b_1,50.19,54.43,54.67,74.28,246.86,741.14,7477.6,15479.59,16160.05,15836.58,18684.43,39170.74,87190.79,88983.53,124954.61,160539.12
a_1,30.56,40.16,38.64,54.47,85.66,673.03,5430.73,10118.1,10749.16,12167.42,18628.83,25643.76,62497.63,57279.67,96399.38,104133.44
h_1,16.65,20.71,18.46,29.0,47.07,138.72,3319.02,4982.05,5340.2,6675.02,8318.41,14420.6,25667.67,34787.6,54946.4,58410.09
d_0,11.75,14.23,12.14,33.2,44.69,138.13,1995.85,5114.26,3764.86,4557.0,6723.44,12066.36,23655.06,27008.37,38962.52,43823.19
c_0,12.56,15.96,14.23,22.67,34.55,126.31,2136.31,4713.9,5473.23,4950.22,10301.46,13204.13,27296.54,36215.49,40496.65,48940.32
g_1,10.76,13.44,18.12,21.38,34.68,121.89,1784.36,3899.88,4616.18,6262.06,6764.53,13413.11,21040.39,27973.24,35709.5,48263.01
b_0,10.49,13.84,12.48,22.31,32.12,96.26,1878.21,4224.02,3646.8,4352.19,7490.71,11506.18,22929.81,40789.17,35218.55,44430.88
f_0,7.42,10.46,11.53,17.56,32.0,102.35,1607.46,3315.26,3226.84,3496.23,5093.52,11338.65,18213.11,22660.18,26771.68,57549.79
h_0,7.99,11.13,9.61,13.87,24.09,82.51,1095.28,2606.96,2653.55,3320.32,3861.57,6694.58,13650.29,16601.69,26955.36,26073.29
a_0,6.91,8.32,8.42,12.25,23.82,64.59,1142.21,2579.67,2544.57,2523.67,3671.61,7160.22,12729.86,21586.37,21247.38,26538.5
g_0,6.33,7.54,9.91,11.12,21.93,73.35,964.03,2068.17,2298.71,2196.65,3583.47,8114.69,12034.73,13512.7,18024.68,28353.82
e_0,4.69,7.58,7.52,11.6,20.21,70.83,1040.46,2034.42,2104.95,2142.53,3270.24,4876.22,12063.77,13785.26,18820.11,29754.32
