,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,1.0,1.43,1.96,4.49,17.92,30.52,26.6,40.71,33.2,52.24,80.02,86.69,104.34,115.04
f_1,1.25,1.0,0.93,1.22,1.53,4.08,13.37,24.68,24.24,25.58,29.44,35.44,55.0,79.59,74.82,91.58
d_1,0.99,1.08,1.0,1.2,1.62,3.64,16.9,19.49,32.04,30.58,34.48,39.93,68.1,78.52,92.29,84.7
c_1,0.69,0.83,0.83,1.0,2.08,2.61,11.9,21.62,18.51,16.07,24.48,30.07,59.16,73.06,68.96,80.95
b_1,0.51,0.65,0.62,0.48,1.0,4.02,9.19,14.63,16.51,13.59,16.79,22.12,40.85,44.43,52.17,56.93
a_1,0.22,0.25,0.27,0.39,0.25,1.0,4.62,5.55,5.72,7.55,8.03,9.9,21.15,19.99,22.47,27.66
h_1,0.06,0.07,0.06,0.08,0.1,0.23,1.0,1.72,1.5,1.52,1.82,2.13,4.05,5.55,5.52,7.07
g_1,0.03,0.04,0.05,0.05,0.07,0.17,0.6,1.0,1.01,0.91,1.15,2.05,2.66,3.55,3.5,3.9
c_0,0.04,0.04,0.03,0.06,0.06,0.18,0.65,0.94,1.0,1.14,1.59,1.55,2.82,3.48,3.6,4.04
d_0,0.03,0.04,0.03,0.06,0.08,0.13,0.65,1.04,0.86,1.0,1.0,1.41,2.58,3.49,3.27,4.05
b_0,0.03,0.03,0.03,0.04,0.06,0.11,0.55,0.85,0.6,0.97,1.0,1.3,2.58,4.07,3.07,3.09
f_0,0.02,0.03,0.02,0.03,0.05,0.1,0.45,0.5,0.61,0.7,0.76,1.0,1.84,2.41,3.58,1.83
h_0,0.01,0.02,0.01,0.02,0.02,0.05,0.25,0.37,0.34,0.39,0.38,0.56,1.0,1.26,1.27,1.78
a_0,0.01,0.01,0.01,0.01,0.02,0.05,0.18,0.3,0.29,0.27,0.26,0.44,0.79,1.0,0.9,1.08
e_0,0.01,0.01,0.01,0.02,0.02,0.04,0.18,0.27,0.25,0.28,0.34,0.3,0.74,1.17,1.0,1.07
g_0,0.01,0.01,0.01,0.01,0.02,0.04,0.14,0.27,0.24,0.26,0.31,0.52,0.56,0.92,0.93,1.0
