,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.05,1.79,1.48,1.68,1.5,1.23,0.47,0.64,0.44,0.45,0.42,0.51,0.27,0.35,0.32,0.37
e_1,1.2,1.05,1.59,1.88,1.82,1.51,0.65,0.62,0.46,0.61,0.5,0.54,0.37,0.46,0.58,0.39
d_1,1.99,2.15,1.05,1.65,1.79,1.4,0.75,0.45,0.57,0.72,0.49,0.48,0.4,0.46,0.4,0.27
c_1,1.98,1.57,2.32,1.05,1.92,1.67,0.66,0.77,0.64,0.35,0.52,0.57,0.48,0.49,0.49,0.37
b_1,2.35,2.0,2.18,1.36,1.05,2.12,0.94,0.77,0.78,0.61,0.94,0.62,0.47,0.5,0.62,0.44
a_1,3.47,3.06,2.79,2.4,1.62,1.06,1.17,1.03,0.94,1.01,0.94,0.73,0.67,1.08,0.87,0.71
h_1,5.61,5.14,4.76,5.14,4.29,3.35,1.27,2.21,1.44,1.44,1.38,1.25,1.6,1.21,1.23,1.2
g_1,6.24,6.68,5.75,5.27,5.27,4.07,1.58,1.28,1.85,1.77,1.71,1.77,1.13,1.66,1.34,1.46
c_0,7.25,7.01,3.89,6.89,5.35,4.55,2.17,1.76,1.41,2.29,2.05,1.83,1.56,1.55,1.84,1.25
d_0,6.06,4.08,6.68,7.59,5.87,4.78,2.42,3.14,1.72,1.45,1.88,1.51,1.63,1.53,1.42,1.3
b_0,7.63,6.76,5.71,7.59,6.31,4.88,2.29,1.97,1.21,1.81,1.4,1.61,1.5,1.85,1.62,1.29
f_0,9.08,7.1,6.6,7.25,6.94,5.82,2.75,1.73,1.94,2.56,2.24,1.41,1.86,2.1,2.15,1.16
h_0,9.53,8.07,7.69,7.71,7.21,6.5,2.96,2.95,2.16,2.11,2.37,1.99,2.12,1.84,2.07,1.71
a_0,10.01,7.84,7.82,9.49,10.42,7.56,3.09,2.82,2.18,2.56,1.68,2.41,2.09,1.52,1.81,1.71
e_0,13.86,10.01,9.92,8.35,8.69,6.53,3.12,3.09,2.65,2.85,2.57,1.38,2.19,3.55,1.46,1.61
g_0,9.83,9.19,10.42,10.18,9.76,7.82,3.01,3.47,2.87,2.97,2.79,2.88,1.95,2.51,2.72,2.33
