,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,108.34,55.19,84.4,66.63,100.19,318.86,7780.49,22652.05,17173.12,15674.31,30006.15,37696.81,84661.54,109645.38,122440.03,224151.58
f_1,80.11,118.68,67.94,57.82,92.27,321.5,6956.83,14790.85,16444.04,14403.03,25739.88,19066.14,70775.77,90629.73,99702.66,183617.47
c_1,45.26,54.11,133.11,77.32,148.11,266.76,7974.68,10104.64,9186.8,16212.14,21447.32,27759.84,63940.65,83721.7,137794.96,170945.25
d_1,45.21,70.01,52.32,146.15,88.04,278.23,7640.91,8521.61,23508.25,13984.16,23400.92,28170.92,67792.11,87646.56,115350.4,149297.31
b_1,43.48,47.29,50.62,65.39,182.36,493.7,7418.86,12397.68,13593.41,11807.04,14282.05,25409.71,54169.95,76973.79,101027.9,179175.81
a_1,28.63,35.73,40.68,48.61,44.16,508.31,4756.08,6427.37,9016.61,8690.25,14231.39,20709.42,36848.79,65107.58,96583.54,114252.32
h_1,13.19,18.71,15.43,23.62,24.31,93.09,3275.01,3309.81,4356.09,5403.96,7032.87,7456.79,18312.55,22188.39,41336.51,69386.38
d_0,10.13,13.17,27.34,12.98,21.95,76.61,1669.71,4256.91,3139.34,3511.13,6472.76,6616.69,17402.57,25242.93,35316.51,41124.59
c_0,11.09,13.12,13.13,15.67,19.71,79.67,1741.09,3228.05,4893.68,3704.56,9893.08,7317.85,18644.98,23301.53,37707.61,46088.09
g_1,10.18,11.62,13.89,23.24,20.38,62.37,1561.65,2500.71,3610.86,5791.17,5619.11,9123.92,14592.26,20374.29,32272.19,32890.07
b_0,9.36,11.15,13.06,16.59,14.16,68.71,1548.63,2392.42,2592.9,3460.3,7059.5,5187.45,25773.06,17416.14,29102.92,38053.15
f_0,7.29,8.52,12.81,14.86,17.89,53.59,1539.87,2711.35,3185.54,2458.8,6143.89,8451.36,14374.48,17298.96,48481.76,32320.98
a_0,7.19,8.34,10.68,9.44,13.59,23.8,1156.74,2062.82,2271.41,2501.68,3113.95,4237.09,16116.62,14056.11,18593.8,29782.57
h_0,6.3,9.31,9.64,10.54,11.07,43.91,746.43,1706.78,1867.23,2492.13,3875.75,4084.04,8922.54,10914.39,18552.49,29825.6
e_0,3.46,6.68,9.19,9.49,12.72,36.46,790.41,1552.3,1503.16,1775.24,2912.95,2884.56,8608.09,13240.28,26476.51,21917.43
g_0,4.78,5.16,6.98,11.81,9.17,33.88,751.97,1338.21,1795.22,1369.13,2862.09,3970.15,7203.17,10457.02,14873.1,16799.06
