,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.2,0.95,1.06,0.74,0.82,1.03,0.98,1.06,1.08,1.08,,0.95,1.11,,1.0
e_1,0.83,1.0,1.07,1.03,0.98,0.96,0.85,1.13,1.16,1.02,1.1,1.36,1.0,1.0,,0.63
d_1,1.06,0.94,1.0,0.98,1.0,1.13,1.08,0.77,,1.35,0.92,0.92,1.01,0.92,1.15,0.71
c_1,0.94,0.97,1.02,1.0,1.61,1.25,1.18,0.87,0.82,,0.79,1.0,0.92,,0.97,1.07
b_1,1.36,1.02,1.0,0.62,1.0,1.37,1.11,1.12,0.89,1.08,,0.92,1.13,0.82,0.91,1.12
a_1,1.21,1.05,0.88,0.8,0.73,1.0,1.3,1.0,1.1,0.96,1.09,,1.11,,0.96,1.08
h_1,0.97,1.17,0.92,0.85,0.9,0.77,1.0,1.4,0.93,0.78,0.97,1.04,,1.0,1.04,1.41
g_1,1.02,0.89,1.3,1.15,0.89,1.0,0.72,1.0,0.9,1.04,0.89,1.18,1.01,0.96,1.21,
d_0,0.94,0.86,,1.22,1.13,0.91,1.08,1.11,1.0,1.17,1.11,1.03,0.75,0.9,0.76,1.16
c_0,0.92,0.98,0.74,,0.92,1.04,1.28,0.96,0.85,1.0,1.48,0.94,1.19,0.87,,0.95
b_0,0.93,0.91,1.08,1.26,,0.92,1.03,1.12,0.9,0.68,1.0,1.09,1.07,1.71,1.0,1.02
f_0,,0.74,1.08,1.0,1.09,,0.96,0.85,0.97,1.07,0.92,1.0,1.13,1.0,1.54,0.87
h_0,1.05,1.0,0.99,1.09,0.89,0.9,,0.99,1.34,0.84,0.93,0.88,,0.88,0.89,1.24
a_0,0.9,1.0,1.08,,1.21,,1.0,1.04,1.11,1.15,0.59,1.0,1.13,1.0,0.82,0.86
e_0,,,0.87,1.03,1.1,1.04,0.96,0.83,1.32,,1.0,0.65,1.13,1.22,1.0,
g_0,1.0,1.59,1.41,0.94,0.89,0.93,0.71,,0.86,1.06,0.98,1.15,0.81,1.16,,
