,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,7415.85,235.52,260.51,315.92,322.36,2003.48,306054.78,367477.45,883042.58,702011.35,1214102.72,,6285170.83,5683317.62,6345367.13,15118800.17
e_1,121.88,8805.99,157.26,282.34,432.42,1641.3,222369.85,345699.44,754862.9,1513434.27,1151668.64,2389899.79,7642151.15,6126202.74,,18148301.52
d_1,88.99,130.44,18457.36,249.87,372.5,2404.18,296938.25,561238.29,1359117.72,,1052222.36,2580275.23,6033764.0,5967483.51,9246106.39,23948179.47
c_1,113.49,114.96,199.75,24411.36,848.5,1906.94,247920.29,487556.96,,915657.1,1069996.74,2223479.95,7178754.63,5108920.23,11503982.91,18419510.03
b_1,125.64,130.9,205.88,363.15,40626.06,3049.34,237866.19,586686.49,755161.62,684919.77,,2909058.36,5960448.26,4325059.65,,16992816.86
a_1,85.9,85.84,180.01,223.25,569.22,283962.58,323959.66,657869.87,875436.97,1050977.37,1118539.43,2476228.21,6514265.81,,,21311039.03
h_1,529.52,397.51,752.92,782.63,1774.59,6203.96,12776158.91,3475850.75,2663088.9,2705225.55,5681142.28,8285984.85,,25811734.21,33684010.57,92884410.51
g_1,313.13,356.07,1233.66,944.88,1856.83,6990.81,662178.97,32772307.11,4363475.8,2099613.21,6052005.94,16196646.34,16918223.56,19830966.53,32533824.85,
c_0,630.5,652.65,1168.33,,1615.49,7188.04,1401772.92,2568362.63,25502683.87,3718019.35,10371253.65,16163793.1,27059729.22,23303383.86,41814633.82,111585276.25
d_0,592.12,638.73,,2879.49,2430.85,8240.74,1486534.21,1855036.25,2724103.07,25265785.77,5201933.83,8844339.62,41686692.01,27759789.62,50335351.65,100742556.01
b_0,555.57,730.51,1345.07,988.58,,6321.51,1344858.83,3104744.88,3700291.95,4161572.53,45041080.93,13157894.74,33533040.38,48906443.77,43682843.19,66611842.11
f_0,,571.26,1020.48,1115.25,1756.84,15696.03,1277615.89,2184820.47,3295572.52,3666546.77,6616859.83,108072916.67,39820485.45,,129683440.71,98876953.12
h_0,1286.88,945.29,2236.43,2017.28,3577.98,18762.92,,4067207.57,5573146.84,4200339.97,9159376.37,12678997.61,,44354292.68,84893353.62,118935523.57
a_0,576.5,473.59,1213.82,2116.75,1577.82,,1191558.86,1867851.7,4878715.79,4757672.76,4114109.74,,39933630.74,308135935.86,,98364637.31
e_0,605.93,,1319.28,997.33,,,1356760.24,5027020.56,3110864.91,5643011.57,4294127.32,12905604.72,27282091.09,,608577663.6,
g_0,561.67,761.69,2728.67,2817.47,3220.88,13307.5,1517168.87,,4943358.77,5738942.77,10338843.48,20507812.5,50096739.76,37749661.28,,
