,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,2.25,0.21,0.28,0.17,0.22,0.18,0.46,0.86,0.42,0.23,0.37,0.53,0.4,0.56,0.12,0.5
f_1,0.42,2.28,0.18,0.21,0.17,0.19,0.38,0.48,0.52,0.26,0.43,0.11,0.36,0.48,0.37,0.58
c_1,0.2,0.25,2.37,0.26,0.41,0.14,0.32,0.43,0.09,0.33,0.33,0.43,0.34,0.53,0.36,0.44
d_1,0.22,0.23,0.17,2.38,0.22,0.16,0.5,0.11,0.78,0.43,0.55,0.44,0.47,0.69,0.45,0.44
b_1,0.23,0.24,0.28,0.25,2.44,0.27,0.41,0.46,0.44,0.32,0.08,0.37,0.28,0.54,0.28,0.53
a_1,0.22,0.22,0.26,0.2,0.19,3.08,0.53,0.59,0.42,0.33,0.47,0.36,0.14,0.55,0.42,0.75
h_1,0.3,0.6,0.36,0.4,0.35,0.24,2.86,0.71,0.79,0.96,0.86,0.76,0.63,0.43,0.68,0.92
d_0,0.44,0.46,0.71,0.12,0.37,0.26,0.57,2.33,0.83,0.6,0.65,0.76,0.68,1.07,0.59,0.67
c_0,0.44,0.45,0.15,0.51,0.35,0.26,0.64,0.8,2.34,0.76,1.69,0.93,0.88,1.03,0.58,0.67
g_1,0.4,0.32,0.4,0.6,0.34,0.24,0.54,0.6,0.69,3.31,0.8,1.11,0.68,0.94,0.58,0.28
b_0,0.37,0.46,0.43,0.45,0.16,0.32,0.73,0.72,0.93,0.77,2.59,0.81,1.54,1.02,0.53,0.99
f_0,0.38,0.2,0.39,0.38,0.41,0.32,0.76,0.97,1.03,0.74,1.07,2.64,0.97,1.38,1.3,0.94
a_0,0.49,0.48,0.44,0.46,0.3,0.14,0.75,1.0,1.14,0.62,0.76,0.75,2.59,0.81,0.64,0.68
h_0,0.36,0.56,0.36,0.4,0.39,0.27,0.18,0.81,0.91,0.82,0.78,0.73,0.49,0.49,0.68,1.23
e_0,0.17,0.55,0.33,0.49,0.33,0.26,0.81,0.94,1.08,0.79,0.9,0.8,0.7,1.25,2.94,0.97
g_0,0.36,0.4,0.36,0.67,0.32,0.26,0.64,0.55,0.87,,0.79,1.23,0.68,0.8,0.56,0.31
