,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.17,0.29,0.48,0.46,0.46,0.42,0.15,0.13,0.1,0.1,0.09,0.12,0.1,0.08,0.15,0.09
f_1,0.44,0.17,0.43,0.49,0.44,0.42,0.09,0.14,0.09,0.1,0.09,0.11,0.09,0.05,0.07,0.07
d_1,0.49,0.47,0.16,0.42,0.43,0.43,0.11,0.09,0.09,0.15,0.09,0.09,0.08,0.06,0.1,0.04
c_1,0.35,0.45,0.6,0.14,0.45,0.4,0.13,0.12,0.13,0.05,0.1,0.09,0.09,0.06,0.1,0.07
b_1,0.46,0.48,0.42,0.27,0.13,0.46,0.18,0.16,0.11,0.11,0.15,0.1,0.1,0.07,0.1,0.07
a_1,0.48,0.49,0.49,0.43,0.22,0.09,0.14,0.15,0.12,0.13,0.13,0.1,0.15,0.1,0.09,0.08
h_1,0.41,0.43,0.37,0.42,0.36,0.34,0.06,0.11,0.08,0.1,0.07,0.07,0.07,0.07,0.07,0.05
g_1,0.4,0.43,0.36,0.45,0.39,0.36,0.09,0.05,0.08,0.08,0.08,0.09,0.08,0.04,0.09,0.08
c_0,0.43,0.46,0.23,0.76,0.43,0.36,0.11,0.11,0.05,0.14,0.09,0.08,0.07,0.06,0.09,0.05
d_0,0.24,0.41,0.54,0.42,0.45,0.4,0.14,0.12,0.11,0.05,0.09,0.08,0.09,0.06,0.1,0.08
b_0,0.37,0.41,0.35,0.51,0.65,0.36,0.12,0.11,0.05,0.08,0.05,0.06,0.07,0.06,0.07,0.05
f_0,0.37,0.59,0.39,0.38,0.37,0.39,0.11,0.08,0.07,0.08,0.08,0.05,0.07,0.06,0.1,0.04
a_0,0.38,0.4,0.35,0.44,0.55,0.48,0.11,0.12,0.07,0.09,0.04,0.07,0.04,0.05,0.07,0.04
h_0,0.38,0.42,0.38,0.43,0.38,0.32,0.15,0.1,0.08,0.08,0.07,0.07,0.07,0.08,0.07,0.06
e_0,0.47,0.64,0.35,0.41,0.41,0.36,0.12,0.09,0.08,0.09,0.07,0.03,0.07,0.05,0.03,0.05
g_0,0.44,0.44,0.35,0.39,0.4,0.37,0.09,0.14,0.08,0.09,0.07,0.07,0.08,0.04,0.07,0.06
