,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.31,0.95,0.93,0.92,0.69,0.57,0.67,0.57,0.6,0.58,0.53,0.48,0.54,0.48,0.55
e_1,0.76,1.0,1.01,0.98,1.04,0.84,0.86,0.73,0.99,0.73,0.68,0.78,0.68,0.58,0.65,0.62
d_1,1.05,0.99,1.0,0.97,0.94,0.89,0.66,0.56,0.67,0.81,0.66,0.59,0.58,0.57,0.63,0.48
c_1,1.06,1.03,1.02,1.0,1.33,0.66,0.73,0.67,0.44,0.48,0.51,0.58,0.56,0.58,0.55,0.53
b_1,1.1,0.96,1.06,0.75,1.0,1.65,0.92,0.77,0.79,0.75,0.85,0.73,0.66,0.6,0.59,0.65
a_1,1.48,1.19,1.12,1.54,0.61,1.0,0.89,0.81,0.76,0.81,0.92,0.7,0.74,0.78,0.72,0.63
h_1,1.75,1.2,1.48,1.28,1.11,1.07,1.0,1.25,0.98,0.86,0.93,0.84,0.86,0.72,0.83,0.98
g_1,1.52,1.39,1.75,1.54,1.35,1.18,0.79,1.0,0.84,0.85,0.96,1.14,0.78,0.78,0.8,0.82
d_0,1.73,1.09,1.32,2.21,1.44,1.3,1.02,1.21,1.0,0.93,0.97,0.85,0.91,0.95,0.97,0.94
c_0,1.64,1.33,1.22,1.96,1.26,1.09,1.16,1.23,1.13,1.0,1.49,1.02,1.11,1.12,0.83,0.97
b_0,1.7,1.48,1.52,1.89,1.17,1.04,1.14,1.08,1.0,0.69,1.0,0.89,0.93,1.31,0.85,0.91
f_0,1.82,1.26,1.7,1.76,1.34,1.32,1.14,0.89,1.3,1.01,1.07,1.0,1.11,0.97,1.28,0.72
h_0,2.12,1.52,1.69,1.78,1.64,1.27,1.13,1.3,1.16,0.9,1.06,0.86,1.0,0.98,0.79,1.07
a_0,1.82,1.69,1.71,1.67,1.86,1.39,1.43,1.32,1.1,0.91,0.81,1.11,1.07,1.0,1.13,0.96
e_0,2.3,1.61,1.46,1.91,1.67,1.36,1.2,1.24,1.07,1.22,1.18,0.76,1.28,0.96,1.0,0.97
g_0,1.82,1.64,2.18,1.87,1.64,1.67,0.98,1.2,1.09,1.05,1.16,1.38,0.87,1.0,1.01,1.0
