,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.76,0.88,1.04,0.91,0.74,0.53,0.49,0.64,0.38,0.44,0.37,0.37,0.36,0.34,0.29
f_1,1.31,1.0,0.95,0.85,0.81,0.56,0.44,0.44,0.4,0.37,0.35,0.38,0.28,0.29,0.26,0.35
d_1,1.15,1.06,1.0,0.83,0.97,0.77,0.47,0.39,0.45,0.59,0.4,0.42,0.38,0.31,0.36,0.24
c_1,0.97,1.19,1.2,1.0,1.26,0.62,0.52,0.51,0.32,0.39,0.39,0.36,0.38,0.38,0.38,0.32
b_1,1.1,1.24,1.02,0.8,1.0,1.13,0.65,0.6,0.47,0.55,0.5,0.46,0.42,0.4,0.35,0.39
a_1,1.34,1.79,1.3,1.61,0.88,1.0,0.82,0.56,0.6,0.58,0.58,0.6,0.48,0.46,0.39,0.56
h_1,1.89,2.33,2.08,1.89,1.52,1.25,1.0,1.11,0.78,0.81,0.78,0.79,0.71,0.61,0.63,0.72
g_1,2.06,2.32,2.56,2.03,1.7,1.83,0.92,1.0,0.9,0.89,1.11,0.87,0.67,0.83,0.88,0.66
d_0,1.56,2.31,2.34,2.97,2.14,1.7,1.27,1.13,1.0,0.86,0.94,0.93,0.76,0.82,0.78,0.86
c_0,2.58,2.65,1.65,2.38,1.85,1.65,1.21,1.04,1.13,1.0,1.03,1.54,0.94,0.92,0.76,0.85
f_0,2.2,2.75,2.51,2.62,2.17,1.81,1.29,0.9,1.01,0.95,1.0,1.04,0.94,0.94,1.12,0.81
b_0,2.67,2.75,2.49,2.71,2.29,1.53,1.25,1.09,1.07,0.66,0.96,1.0,0.98,1.28,0.92,0.87
h_0,2.58,3.66,2.66,2.61,2.53,1.84,1.4,1.44,1.26,1.07,1.06,0.95,1.0,0.87,0.92,1.06
a_0,2.58,3.66,3.29,2.62,2.61,2.32,1.63,1.2,1.19,1.07,1.07,0.81,1.17,1.0,0.97,0.91
e_0,2.81,3.89,2.87,2.76,2.87,2.24,1.52,1.12,1.35,1.42,0.86,1.16,1.08,1.08,1.0,1.02
g_0,3.49,2.96,4.12,3.15,2.5,1.85,1.41,1.49,1.2,1.19,1.22,1.15,0.93,1.11,0.92,1.0
