,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.09,3.25,3.32,3.27,3.0,2.37,0.79,0.56,0.59,1.03,0.71,0.54,0.61,0.39,0.55,0.31
f_1,2.82,1.1,3.01,3.17,2.82,2.74,0.71,1.12,0.6,0.72,0.58,0.94,0.55,0.32,0.54,0.5
e_1,3.46,1.95,1.11,3.92,3.39,3.54,1.04,0.86,0.72,0.81,0.8,0.79,0.74,0.46,1.07,0.57
c_1,4.72,3.46,2.62,1.11,3.27,3.06,1.03,1.01,0.99,0.38,0.65,0.67,0.61,0.54,0.68,0.47
b_1,4.4,4.09,3.66,1.99,1.12,3.82,1.18,1.21,1.04,0.82,1.24,0.81,0.8,0.58,0.91,0.67
a_1,5.8,6.09,6.08,6.49,3.11,1.13,1.93,1.89,1.24,1.46,1.64,1.35,2.41,0.97,1.17,0.88
h_1,9.78,12.68,10.41,10.54,11.72,12.17,1.55,3.21,2.03,2.42,2.15,1.94,2.09,2.11,1.69,1.48
g_1,12.7,14.26,15.45,15.95,13.34,10.71,3.05,1.62,2.62,3.36,2.98,2.7,2.52,1.53,2.46,2.95
c_0,8.11,17.47,13.45,22.57,17.76,14.42,4.38,3.75,1.96,4.36,3.13,2.78,3.0,2.0,2.76,2.03
d_0,23.96,15.98,8.58,15.95,14.92,17.04,5.39,5.01,3.28,1.99,2.86,3.43,2.98,2.21,3.31,2.42
b_0,13.52,20.02,15.03,19.91,26.81,15.11,4.64,4.59,2.08,3.69,2.0,3.25,3.83,2.89,3.0,2.42
f_0,15.66,29.45,15.6,17.42,17.34,15.36,5.05,3.22,3.34,3.81,3.24,2.07,2.86,2.81,3.25,1.68
a_0,21.77,22.56,22.75,25.04,29.54,32.88,6.38,6.69,3.86,4.94,2.56,4.03,2.19,2.95,3.39,2.9
h_0,23.18,22.14,25.55,21.8,20.98,18.37,9.54,7.63,5.08,5.15,4.56,4.63,4.31,4.8,4.16,3.59
e_0,21.0,42.43,32.89,25.64,25.39,22.31,5.86,5.9,4.35,5.23,4.07,2.46,3.8,3.28,2.21,2.65
g_0,22.31,29.95,23.56,26.71,26.32,30.23,5.67,11.51,5.58,4.94,4.52,4.48,4.93,3.15,4.72,3.94
