,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.41,2.31,1.54,1.64,1.48,1.44,2.98,3.19,3.88,3.31,3.6,3.07,4.2,4.05,3.06,4.34
e_1,1.51,2.45,1.5,2.12,1.74,1.61,3.09,3.17,5.5,3.54,3.79,4.0,4.59,3.86,3.42,4.7
d_1,1.81,1.69,2.59,1.38,1.64,1.6,3.45,3.21,3.1,5.46,4.26,3.93,4.63,3.96,3.94,4.54
c_1,1.64,1.38,1.8,2.69,2.66,1.7,3.27,2.98,2.78,2.64,2.95,3.34,4.27,3.49,3.75,4.03
b_1,1.7,1.73,1.63,1.48,2.8,2.83,3.4,3.29,3.28,3.81,3.24,3.49,4.29,2.73,3.9,4.17
a_1,1.85,1.62,1.82,1.77,1.48,3.35,3.28,3.05,3.74,3.93,3.78,3.49,5.1,3.11,3.95,5.21
h_1,2.15,1.71,1.76,1.57,1.56,1.66,4.24,3.95,3.2,3.38,3.8,3.78,4.25,4.01,3.56,5.5
g_1,1.63,1.61,2.3,1.82,1.62,1.89,3.1,4.72,3.35,3.63,3.54,4.87,4.42,3.32,4.37,4.34
d_0,1.65,1.46,1.51,2.85,1.94,1.58,3.38,3.39,4.5,2.8,3.92,3.56,4.45,3.88,3.79,4.63
c_0,1.83,1.72,1.7,1.71,1.43,1.84,3.64,3.43,4.2,4.56,5.98,3.99,4.59,4.81,4.15,5.05
b_0,1.84,1.61,1.85,1.98,1.41,1.56,3.45,3.65,3.8,3.41,4.83,3.71,5.03,6.2,4.12,4.91
f_0,1.57,1.38,1.95,2.04,1.88,1.98,3.69,3.4,3.64,3.94,4.16,5.08,4.74,4.05,6.4,4.56
h_0,2.06,1.62,1.82,1.73,1.58,1.56,2.83,3.91,3.58,3.75,4.11,3.7,4.36,3.7,4.18,5.17
a_0,1.73,1.73,1.81,1.93,1.84,1.34,3.4,3.95,3.72,3.31,3.24,3.94,4.83,5.55,3.88,4.94
e_0,2.01,1.45,1.85,1.9,1.62,1.9,3.61,3.74,3.54,3.73,4.12,3.58,4.89,3.56,5.68,4.7
g_0,1.65,1.56,2.27,1.91,1.67,1.43,3.06,3.35,3.21,3.68,3.94,5.16,4.48,4.0,4.3,4.53
