,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.51,0.84,1.31,0.87,0.77,0.67,0.84,0.9,0.95,1.06,0.96,0.71,1.03,0.84,0.68,0.91
d_1,1.03,1.54,0.91,0.79,0.8,0.67,1.05,0.9,1.63,0.79,1.26,0.97,1.11,0.92,0.92,0.93
e_1,0.89,0.81,1.54,1.04,0.87,0.73,1.12,1.0,1.03,1.65,1.03,1.05,1.21,0.96,0.8,1.21
c_1,0.9,0.93,0.81,1.59,1.35,0.76,0.91,0.93,0.77,0.91,0.86,1.04,1.15,0.91,0.87,1.16
b_1,1.0,1.05,0.85,0.8,1.63,1.31,1.13,0.93,1.07,1.07,0.77,1.05,1.18,0.85,0.92,1.09
a_1,1.13,1.13,0.98,1.01,0.75,1.76,1.11,1.2,1.06,1.03,1.3,1.1,1.47,0.74,1.05,1.1
h_1,1.52,1.22,0.98,1.17,0.95,0.77,1.83,1.53,1.17,1.13,1.05,1.22,1.29,1.02,1.08,1.56
g_1,1.11,1.63,1.08,1.18,1.08,0.82,1.25,1.88,1.31,1.08,1.18,1.65,1.33,1.37,1.22,1.24
c_0,1.37,1.1,1.21,1.07,0.93,1.02,1.51,1.29,1.76,1.38,2.11,1.23,1.61,1.46,1.25,1.49
d_0,1.28,0.93,0.98,1.89,1.18,0.9,1.34,1.32,0.87,1.75,1.15,1.35,1.4,1.24,1.22,1.37
b_0,1.33,1.15,1.27,1.28,1.05,0.87,1.51,1.46,1.25,1.5,1.77,1.27,1.55,2.15,1.27,1.45
f_0,1.21,1.32,1.06,1.34,1.06,0.95,1.52,1.22,1.45,1.24,1.43,1.87,1.82,1.35,2.04,1.4
h_0,1.58,1.27,1.26,1.2,1.15,0.93,1.17,1.61,1.27,1.32,1.4,1.21,1.33,1.23,1.18,1.83
a_0,1.42,1.26,1.26,1.23,1.15,0.84,1.63,1.33,1.47,1.36,1.19,1.43,1.78,1.83,1.29,1.57
e_0,1.47,1.34,0.92,1.37,1.18,0.98,1.57,1.29,1.48,1.34,1.39,1.19,1.6,1.18,1.92,1.51
g_0,1.41,1.8,1.0,1.04,1.17,0.99,1.4,1.21,1.5,1.06,1.43,1.82,1.45,1.39,1.4,1.32
