,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,0.87,1.1,1.0,0.67,0.48,0.65,0.46,0.41,0.41,0.41,0.36,0.4,0.38,0.32
f_1,1.3,1.0,0.81,0.94,0.88,0.7,0.39,0.46,0.43,0.41,0.37,0.4,0.28,0.31,0.26,0.33
d_1,1.16,1.24,1.0,0.94,0.78,0.71,0.52,0.48,0.34,0.54,0.43,0.4,0.37,0.32,0.34,0.26
c_1,0.91,1.06,1.07,1.0,1.35,0.73,0.51,0.34,0.52,0.35,0.41,0.41,0.36,0.34,0.33,0.32
b_1,1.0,1.13,1.27,0.74,1.0,1.41,0.57,0.45,0.49,0.55,0.49,0.43,0.37,0.37,0.33,0.36
a_1,1.49,1.43,1.39,1.36,0.72,1.0,0.76,0.62,0.6,0.51,0.56,0.5,0.53,0.43,0.53,0.46
h_1,2.13,2.56,2.02,1.88,1.72,1.32,1.0,0.97,1.03,0.78,0.81,0.76,0.73,0.64,0.58,0.84
d_0,1.58,2.25,2.08,3.0,2.22,1.54,1.0,1.0,1.07,0.68,0.83,0.83,0.86,0.69,0.71,0.79
g_1,2.1,2.34,3.04,1.91,2.04,1.66,0.93,0.96,1.0,1.02,0.84,1.06,0.72,0.79,0.74,0.67
c_0,2.34,2.57,1.82,2.92,1.8,1.91,1.35,1.41,1.03,1.0,1.29,0.95,0.88,0.95,0.81,0.87
b_0,2.43,2.71,2.23,2.65,2.17,1.68,1.24,1.18,1.19,0.74,1.0,0.9,1.04,1.05,0.84,0.89
f_0,2.39,2.49,2.56,2.38,2.34,1.95,1.38,1.32,0.92,1.02,1.02,1.0,1.01,0.87,1.16,0.71
h_0,2.91,3.61,2.7,2.71,2.63,1.95,1.31,1.22,1.41,1.13,0.96,0.98,1.0,0.76,0.82,1.02
a_0,2.63,3.26,2.95,3.01,2.93,2.23,1.64,1.45,1.22,1.06,0.95,1.15,1.3,1.0,0.97,0.92
e_0,2.68,3.79,2.98,3.09,3.16,2.04,1.64,1.38,1.29,1.28,1.1,0.86,1.18,1.04,1.0,1.11
g_0,3.14,3.19,3.7,3.09,2.63,2.2,1.19,1.23,1.46,1.16,1.16,1.45,0.98,1.05,0.9,1.0
