,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.43,1.49,2.14,1.51,1.7,1.52,3.21,5.47,3.23,3.41,3.63,4.15,4.8,3.98,3.67,4.78
f_1,2.36,2.51,1.66,1.64,1.47,1.55,2.84,3.82,2.98,3.23,3.55,2.77,3.82,3.44,2.74,4.42
c_1,1.49,1.67,2.54,1.65,2.51,1.84,3.32,2.82,2.89,2.7,2.69,3.29,4.31,3.42,3.66,4.63
d_1,1.7,1.73,1.41,2.64,1.58,1.63,3.18,2.89,3.25,5.31,4.38,3.85,4.65,4.44,3.9,4.26
b_1,1.49,1.74,1.45,1.66,2.79,2.86,3.22,3.31,3.42,3.84,3.28,3.69,4.62,2.87,3.9,4.64
a_1,1.79,1.95,1.54,1.76,1.46,3.33,3.67,3.81,3.46,3.8,4.06,3.6,4.95,3.32,4.01,4.88
h_1,1.75,2.2,1.71,1.69,1.7,1.69,4.49,3.56,4.06,3.05,3.3,3.72,4.12,3.93,3.76,5.06
d_0,1.4,1.64,2.72,1.46,1.93,1.5,3.45,4.35,3.41,2.81,3.74,3.8,4.49,3.75,4.35,4.89
g_1,1.63,1.61,1.8,2.21,1.68,1.57,2.9,3.07,4.8,3.79,3.56,4.75,4.74,3.47,4.82,4.12
c_0,1.73,1.96,1.64,1.71,1.33,1.71,3.81,4.14,3.5,4.62,5.89,4.37,5.11,4.9,4.47,5.09
b_0,1.78,1.9,2.06,1.66,1.44,1.49,3.49,3.96,3.73,3.34,4.81,4.04,4.91,6.54,4.34,4.49
f_0,1.41,1.84,1.93,1.94,1.79,1.63,3.69,3.54,3.35,3.48,3.8,4.92,5.22,4.59,6.26,4.57
h_0,1.72,2.11,1.65,1.95,1.55,1.51,2.56,3.49,3.83,3.63,3.64,3.44,4.29,3.58,3.88,5.83
a_0,1.74,2.06,1.83,1.71,1.67,1.31,3.28,3.82,3.43,3.63,3.51,3.59,5.15,5.55,4.18,4.96
e_0,1.6,1.99,1.83,1.85,1.7,1.8,3.7,3.32,3.37,3.57,3.83,3.36,4.77,3.8,5.51,4.76
g_0,1.59,1.68,1.65,2.38,1.62,1.69,3.32,3.19,3.29,3.82,3.99,5.09,4.53,3.78,4.73,4.3
