,f_1,c_1,e_1,b_1,d_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
f_1,9378.79,1586.91,2611.71,1767.5,2105.43,10068.02,2200224.76,3385847.44,5842909.47,4300416.43,15715303.06,4112330.68,43011464.28,65044116.54,69755407.43,94456700.97
c_1,967.85,14718.31,1483.38,4174.96,2163.5,10274.87,1702989.85,5214232.16,746002.58,4491272.47,7487202.62,14273725.47,28972448.42,69325932.27,68410370.02,122871860.77
e_1,1134.48,1656.68,16510.71,2049.96,1714.46,9005.66,2605813.33,7968570.1,5510227.86,3921743.14,15204808.21,14698776.14,37259443.46,62156949.91,11850071.21,117193441.44
b_1,1111.23,1488.71,1498.17,23021.27,2398.02,18462.17,2026786.29,3403941.25,4570685.26,4825359.34,3017447.84,19042405.96,35525729.03,50804999.43,95666314.18,102145347.97
d_1,949.95,719.19,1671.64,2144.81,26328.02,12088.73,2029094.29,1320881.45,10662091.79,4253925.27,16812507.37,25447058.74,53936650.38,65838435.98,85079315.02,111617595.41
a_1,1093.16,1355.07,1331.06,1891.77,3257.18,183774.76,2407831.56,3181438.19,5118982.9,3779413.15,13815862.97,20671382.87,16847553.21,53195247.85,88196957.63,129751215.07
h_1,2231.01,2817.18,2821.76,2580.17,4363.72,16212.3,15522042.91,6811113.46,8914699.31,9031158.27,24343547.45,29749318.46,64144619.05,52379276.54,101060150.98,249438022.28
d_0,1869.8,5590.68,2610.49,2859.4,1295.35,15226.17,3397378.74,18331456.87,7185086.26,6426546.71,17491315.38,32540773.59,61281618.44,121255883.66,156275437.33,201796439.84
c_0,2310.07,1266.3,2729.4,2890.42,3918.99,21461.15,4454276.23,7062088.67,27065854.6,7874707.14,48434010.05,35661320.57,100771908.82,126721799.8,147402170.98,209574059.77
g_1,1551.28,2769.21,2348.22,3045.4,6758.23,16764.44,2506737.4,6363101.63,9156228.5,37983283.67,22720977.63,44369416.82,70118771.45,110001919.91,123705883.57,77582218.52
b_0,1989.96,2923.86,2671.44,1569.06,4815.14,15766.96,3368461.73,9352885.3,10333723.2,8112198.31,76354549.74,36379521.84,157831864.86,126727077.24,152144017.73,282581741.1
f_0,728.64,3423.57,2447.84,3649.9,4318.73,19580.54,4239918.03,8731065.02,10551706.57,8279460.13,30499621.61,110123062.88,63045518.22,108747297.99,260512765.12,205392924.9
a_0,2534.15,2048.49,3212.67,3226.98,4035.37,5906.82,3564145.43,7479102.7,8974501.83,6687919.22,22479135.17,35485654.77,309055832.33,141028647.54,165341798.58,170607990.81
h_0,2725.38,2931.87,2179.95,3463.92,3384.57,17902.68,995964.5,8708620.13,7466763.81,7882804.53,24294721.44,32036657.97,72053950.23,43662862.23,143841697.53,211759415.11
e_0,2122.76,2629.93,724.79,4142.92,5223.19,22477.07,4849490.33,6485239.39,9821035.07,8424205.94,21882124.97,37748462.8,60309815.26,121660426.14,614120856.92,300388321.27
g_0,1571.06,2360.14,2482.51,3480.6,6539.98,18955.21,4104511.47,7607005.75,8903375.98,2623106.04,22144186.35,56856617.96,66118095.87,120440971.2,178336475.87,91769293.95
