,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.4,0.97,1.02,1.06,1.37,0.8,0.84,1.07,0.77,0.89,,1.01,0.88,0.92,1.2
e_1,0.72,1.0,0.9,0.94,0.97,1.05,1.24,0.87,1.04,1.2,1.01,1.05,1.28,0.78,,1.32
d_1,1.03,1.11,1.0,0.8,0.98,0.93,0.99,1.35,0.67,,1.05,1.26,1.12,0.95,1.15,0.69
c_1,0.98,1.06,1.25,1.0,1.33,0.82,0.98,,0.94,0.68,1.13,1.0,1.13,0.76,0.78,1.1
b_1,0.95,1.03,1.02,0.75,1.0,,0.9,0.9,1.37,0.96,,0.94,1.17,1.0,0.97,1.0
a_1,0.73,0.95,1.08,1.22,,1.0,1.14,1.32,1.3,1.02,1.04,0.78,1.22,,,
h_1,1.25,0.81,1.02,1.02,1.11,0.88,1.0,0.9,0.89,1.07,1.41,0.98,,0.82,0.83,0.97
c_0,1.2,1.15,0.74,,1.11,0.76,1.11,1.0,0.8,0.94,1.33,1.1,0.94,1.06,1.15,0.85
g_1,0.93,0.96,1.48,1.07,0.73,0.77,1.12,1.25,1.0,0.88,0.89,1.14,0.8,1.33,,
d_0,1.29,0.83,,1.48,1.04,0.98,0.94,1.06,1.13,1.0,0.93,0.77,0.84,0.88,0.79,1.04
b_0,1.12,0.99,0.95,0.88,,0.97,0.71,0.75,1.13,1.08,1.0,1.1,0.97,1.46,0.87,1.55
f_0,,0.95,0.8,1.0,1.07,1.28,1.02,0.91,0.88,1.31,0.91,1.0,1.07,1.0,1.86,0.73
h_0,0.99,0.78,0.89,0.88,0.85,0.82,,1.06,1.25,1.19,1.03,0.94,,1.15,1.06,1.43
a_0,1.13,1.27,1.05,1.32,1.0,,1.22,0.94,0.75,1.14,0.69,1.0,0.87,1.0,1.08,0.91
e_0,1.08,,0.87,1.28,1.03,,1.21,0.87,,1.26,1.14,0.54,0.94,0.93,1.0,1.2
g_0,0.84,0.76,1.46,0.91,1.0,,1.03,1.18,,0.96,0.64,1.37,0.7,1.1,0.84,
