,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.12,2.92,5.38,5.67,4.96,5.07,1.59,1.93,1.17,1.04,0.97,1.56,0.83,1.37,2.25,0.99
f_1,4.36,1.13,4.66,5.17,5.37,4.72,1.08,1.75,1.09,0.87,1.06,1.87,0.6,0.94,1.16,1.05
d_1,6.73,5.09,1.12,6.03,5.05,4.79,1.4,0.96,3.76,1.2,1.1,1.07,0.74,1.12,1.04,0.45
c_1,4.69,6.31,7.14,1.13,5.77,6.91,1.85,1.87,0.64,2.24,1.18,1.15,0.85,1.0,1.03,0.8
b_1,7.34,7.8,7.14,3.38,1.13,8.39,1.93,1.95,1.44,2.09,3.25,1.27,0.99,1.4,1.2,1.12
a_1,13.48,10.59,9.03,11.92,5.83,1.14,3.71,3.3,3.22,2.7,2.39,2.53,1.58,5.74,2.74,1.41
h_1,18.0,19.96,20.1,21.47,20.52,15.25,1.79,5.47,3.36,3.62,3.82,4.56,4.65,3.41,4.04,2.59
g_1,26.3,21.61,17.59,21.61,20.83,19.71,4.52,1.82,5.01,4.38,4.69,4.84,3.12,4.6,4.31,4.62
d_0,11.34,24.51,45.03,22.07,24.48,20.4,6.95,6.28,2.25,4.36,4.27,4.64,3.48,4.87,4.13,3.87
c_0,20.95,25.01,11.0,53.12,23.85,19.07,6.42,5.87,8.09,2.38,4.8,5.06,2.98,5.99,4.13,3.66
b_0,22.34,25.01,21.51,42.93,38.76,22.78,7.14,5.82,6.44,2.64,2.42,4.38,3.86,4.76,5.05,5.27
f_0,33.41,81.16,25.58,24.87,24.06,20.64,8.4,4.65,5.48,4.82,5.48,2.24,3.35,6.16,4.63,2.17
h_0,30.9,32.04,30.98,30.73,31.72,29.23,19.1,8.73,7.03,7.05,6.46,5.31,8.94,6.45,5.65,4.62
a_0,29.66,39.7,38.38,40.18,48.12,58.47,13.17,10.69,6.39,5.85,3.56,6.84,4.15,2.42,9.37,4.96
e_0,72.71,64.07,29.11,32.65,47.31,30.24,12.52,10.53,7.82,7.43,7.85,3.11,5.43,7.48,2.46,5.35
g_0,48.79,46.23,40.2,46.78,44.3,42.78,9.32,13.26,9.41,8.24,8.18,7.6,3.77,9.74,7.38,8.42
