,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.27,0.94,0.87,0.87,0.75,0.59,0.61,0.65,0.54,0.6,0.59,0.52,0.53,0.47,0.54
e_1,0.78,1.0,1.22,0.93,1.01,0.8,0.7,0.92,0.75,0.72,0.63,0.68,0.61,0.56,0.7,0.68
c_1,1.06,0.82,1.0,1.02,1.32,0.88,0.72,0.5,0.63,0.46,0.51,0.57,0.64,0.57,0.59,0.55
d_1,1.16,1.07,0.97,1.0,1.0,0.74,0.68,0.75,0.53,0.87,0.72,0.56,0.6,0.58,0.57,0.49
b_1,1.13,1.01,0.76,1.02,1.0,1.38,0.89,0.72,0.7,0.74,0.72,0.76,0.64,0.63,0.59,0.58
a_1,1.32,1.25,1.14,1.35,0.72,1.0,0.94,0.84,0.98,0.74,0.92,0.77,0.8,0.81,0.7,0.58
h_1,1.66,1.42,1.41,1.52,1.14,1.05,1.0,0.85,1.16,0.9,0.85,0.82,0.85,0.78,0.81,1.03
d_0,1.59,1.1,2.02,1.33,1.38,1.25,1.17,1.0,0.98,0.79,0.93,0.78,0.88,0.87,0.81,0.96
g_1,1.53,1.34,1.57,1.97,1.39,1.02,0.87,1.01,1.0,0.98,0.95,1.16,0.75,0.82,1.0,0.9
c_0,1.71,1.51,2.1,1.15,1.38,1.23,1.11,1.29,1.03,1.0,1.27,0.94,1.13,0.98,0.87,0.96
b_0,1.6,1.61,1.95,1.33,1.45,1.19,1.16,1.09,1.14,0.81,1.0,1.1,1.11,1.34,0.79,1.03
f_0,1.55,1.53,1.73,1.85,1.32,1.33,1.15,1.19,0.81,1.03,0.95,1.0,1.04,0.9,1.34,0.79
h_0,1.97,1.75,1.53,1.68,1.54,1.19,1.18,1.06,1.38,0.95,0.96,0.91,1.0,0.9,0.94,1.06
a_0,1.85,1.77,1.75,1.66,1.74,1.38,1.29,1.07,1.24,1.04,0.8,1.1,1.07,1.0,1.16,0.91
e_0,2.16,1.45,1.67,1.85,1.66,1.42,1.23,1.22,1.03,1.01,1.15,0.72,1.02,0.98,1.0,1.03
g_0,1.87,1.5,1.83,2.12,1.7,1.78,0.97,1.01,1.15,1.07,0.99,1.25,0.97,1.03,1.04,1.0
