,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,8907.99,147.53,145.02,262.03,509.8,2451.14,150775.17,364008.55,1429679.63,583513.59,1213688.87,1271720.21,5486333.66,4554523.6,,6231986.91
f_1,199.66,9862.65,232.62,312.06,429.32,1849.36,165450.93,382831.35,541120.0,655201.05,,1483591.88,6357124.38,3576271.91,6044737.2,14710898.54
d_1,114.36,133.6,16988.34,258.38,464.02,2182.52,162966.42,401598.72,,1526945.38,986334.05,1343543.03,6748156.95,3587457.84,4899914.38,11521912.94
c_1,99.51,148.32,215.88,28629.42,756.62,2153.77,119028.06,278655.2,568128.1,,1357814.79,1204737.28,6555231.76,5752842.33,6799755.98,14759352.97
b_1,129.53,131.25,127.0,285.57,41790.45,3774.63,184855.68,375662.74,678376.63,980374.27,1180972.53,,6261849.82,3340858.69,5500162.72,11142593.99
a_1,107.53,175.62,226.57,418.49,424.8,349656.58,141339.27,,635803.36,931918.76,,1419205.54,,,,15416317.57
h_1,415.71,601.5,858.56,1485.05,1571.03,9059.77,7129780.83,2062987.79,2526368.98,3058988.04,3537503.7,3474980.58,,9679642.01,26314673.63,62912433.04
g_1,472.35,475.91,1200.68,690.3,1141.57,,476642.73,20864308.31,1862015.53,2152092.39,9135266.63,6700442.28,20312610.33,12921399.13,28363884.63,
d_0,632.68,666.99,,2976.8,2678.58,11501.55,835019.38,1503733.93,19526509.04,3977354.79,6697000.87,6449642.8,32847869.85,18905376.12,25991709.89,50885787.27
c_0,625.29,586.39,1039.25,,2181.31,12579.08,689619.99,2083175.87,2275297.95,25254031.18,6548888.8,13938472.97,29753476.74,19642715.28,20651208.98,66662693.84
f_0,431.97,,892.14,1909.63,1182.14,,948972.58,1242358.11,3724920.42,3479314.74,45029345.07,10531780.99,28489099.57,25532451.93,69548642.49,77415520.42
b_0,664.88,610.56,1014.05,1526.91,,12668.6,658944.62,1696912.32,3819149.99,3400233.99,5577071.83,57802151.76,30068901.76,36747681.19,33879375.68,51748674.12
h_0,1179.35,1413.76,1376.55,2785.78,2709.94,,,3029478.02,5550368.21,4824987.77,9523782.88,11266785.84,,26383171.26,28616303.27,106973624.27
a_0,597.22,606.74,1423.21,1280.09,1751.13,,759589.24,1919718.44,2795687.42,2137948.58,6035026.99,7488456.93,38029867.57,218220128.41,44379521.17,49948318.82
e_0,,871.54,775.44,959.02,2289.87,,1128725.2,1761630.25,3046487.87,4077051.02,4499661.14,6800203.86,29601084.26,29724575.54,330465449.44,69980362.26
g_0,905.09,906.03,2894.4,2440.63,2602.48,13744.08,1458364.26,,3970728.89,4598816.47,7826224.44,8786172.48,43026689.66,41417699.0,43391908.72,
