,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,10401.88,2378.84,2483.09,7166.53,7887.28,31255.56,2060708.03,4392443.04,9533762.07,24448178.2,21361904.37,34691701.81,71062242.57,117663149.29,72050135.24,257818953.97
f_1,3737.6,10724.13,2741.99,5721.79,7982.88,30798.56,2083766.13,3477296.92,9020886.28,10408424.39,17866865.48,9636501.6,63040445.18,109141654.67,87157455.42,250745724.42
d_1,2228.78,2807.28,12612.29,3965.35,8427.14,34668.2,2494548.76,4776045.17,20296852.93,4457240.93,22360543.09,32769204.69,66342130.72,130134876.48,136092612.16,331173704.93
c_1,2355.54,2202.08,2675.87,30669.86,15073.6,31814.07,2044728.43,3664832.49,2763263.67,12524922.19,18446578.23,29193120.7,56748512.33,102392187.65,127174783.49,332813517.4
b_1,2328.02,2411.03,3009.15,4670.95,49328.94,72846.78,2077020.05,3961435.59,9492164.7,10153670.98,5409601.13,29504433.94,39023506.84,132522491.01,135824418.37,283686617.61
a_1,2328.7,2589.56,2463.82,6238.76,7577.58,297524.43,2414241.06,4417239.53,12955275.37,11437560.45,18314065.11,34527027.64,33042358.68,136793834.05,121889188.37,318306980.14
h_1,2366.71,4157.95,3442.99,7055.86,7057.92,40669.22,7009494.68,7383291.74,13881719.61,12746443.92,21344830.17,38767261.4,83381120.23,73162122.03,174219760.79,419686294.97
g_1,2793.69,2493.0,5048.29,7298.92,7824.14,37436.23,2402669.67,15753230.51,13598818.16,15337274.15,20420045.74,52911566.66,66602778.39,156074952.9,211110926.27,233502001.27
c_0,2679.51,3428.26,3988.36,4290.56,9341.08,31259.52,2710425.61,6125366.9,28975515.43,14698023.76,43051192.02,48380773.97,91041846.66,168624394.23,206672092.66,399393090.17
d_0,2938.79,2558.45,1551.69,15522.33,8987.81,31070.06,2399826.51,5632881.88,9040636.44,32232558.78,23434836.59,40353194.82,72908119.79,177178504.52,161590797.63,379957590.13
b_0,2817.32,3370.33,3794.33,7506.59,4603.21,26198.45,3420298.99,6310237.13,12675003.8,12467073.73,53431343.68,39052612.75,199091510.84,195526930.54,196830564.44,447917484.3
f_0,2348.24,1881.88,3576.9,7368.79,9952.97,41225.26,3194974.25,5395237.4,15174725.86,16267195.08,31823181.61,87222567.0,101669299.58,194788019.04,414885514.16,457328980.08
a_0,2812.42,3328.6,3893.35,7031.41,9920.8,20908.33,2876239.89,5659493.92,14805371.68,13647547.36,23152534.59,44910732.11,220247117.2,197582321.55,189408894.33,311118214.98
h_0,2420.43,4446.59,4132.32,7089.69,10195.69,31852.69,1741712.07,6557600.01,13868381.85,15369060.74,22210346.33,30188662.12,92576557.12,83386745.62,206325036.25,468752604.9
e_0,1353.39,4393.65,3187.04,6851.76,9976.69,54875.86,3165132.38,4543537.37,14585984.57,13155766.34,24118105.81,28758755.74,82499892.25,188778883.87,568881915.15,475928098.81
g_0,2100.47,2661.55,5158.9,6884.08,11491.08,31167.77,2989802.12,4271316.17,15046405.15,10896412.27,26924300.52,61418070.1,110157551.28,167579345.65,142114143.38,238701518.89
