,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.07,5.46,8.92,9.78,8.14,8.86,3.74,2.97,2.66,3.7,2.94,2.63,2.54,2.18,,2.33
f_1,11.05,1.07,9.34,6.4,12.54,7.19,2.91,3.35,2.6,4.53,2.87,,2.38,1.53,,
c_1,9.69,8.03,1.07,11.58,11.41,8.88,4.6,1.75,,3.84,3.38,2.19,2.95,1.97,2.34,2.14
d_1,10.68,16.23,9.75,1.07,9.6,7.5,3.06,,3.52,2.2,2.83,3.04,2.58,2.49,,1.45
b_1,13.66,9.8,6.37,12.27,1.07,12.06,3.78,3.41,3.32,3.68,,4.03,3.24,2.17,,2.04
a_1,14.92,16.13,18.48,16.77,8.32,1.07,4.4,4.46,3.73,6.12,3.79,5.8,,3.88,,3.32
h_1,15.01,16.28,11.62,12.78,10.68,11.38,1.41,3.91,5.62,4.99,3.66,3.75,3.35,,3.66,3.35
d_0,9.11,11.44,17.92,,10.27,14.85,6.8,1.75,4.5,4.38,3.89,3.57,3.07,3.79,2.81,2.83
c_0,15.56,15.9,,8.73,13.31,12.38,5.44,4.19,1.73,4.86,4.78,3.99,3.76,3.08,3.75,2.79
g_1,18.25,18.81,13.8,16.92,18.58,16.19,4.62,5.94,4.64,1.41,4.57,5.52,3.37,3.98,4.0,
b_0,16.27,16.36,15.7,17.05,,14.5,7.37,4.55,3.31,5.0,1.71,4.79,5.11,3.21,4.56,3.19
f_0,16.54,,24.05,16.25,14.63,13.06,5.36,5.88,4.76,4.59,5.31,1.71,4.36,3.19,4.77,2.66
a_0,20.14,19.08,23.43,23.04,20.1,,8.09,6.68,5.69,10.32,4.05,5.27,1.72,4.3,,
h_0,16.62,15.72,18.79,14.69,17.97,12.58,,4.16,5.53,5.98,5.58,5.68,5.2,,3.75,3.27
e_0,,,18.6,,,,10.46,8.34,6.78,9.2,5.4,3.68,,4.96,1.71,5.48
g_0,20.73,,18.72,23.7,23.46,19.84,5.27,6.35,5.36,,5.18,6.62,,3.33,5.27,
