,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.1,1.71,3.22,3.53,3.79,2.72,0.83,0.71,1.01,0.62,0.59,0.74,0.41,0.6,0.86,0.46
f_1,2.83,1.1,2.41,3.45,3.3,2.73,0.62,0.72,0.98,0.55,0.59,1.01,0.33,0.62,0.5,0.46
d_1,4.23,3.36,1.1,3.58,3.1,2.91,0.87,1.07,0.59,0.63,0.66,0.72,0.5,0.58,0.58,0.31
c_1,2.81,3.8,4.57,1.1,3.15,3.15,1.06,0.42,1.26,1.06,0.82,0.75,0.48,0.68,0.65,0.51
b_1,3.55,4.55,4.76,2.04,1.12,4.27,1.11,0.77,1.09,1.16,1.44,0.7,0.52,0.81,0.68,0.56
a_1,6.44,5.85,5.25,5.26,2.63,1.13,1.89,1.37,1.51,1.23,1.32,0.99,0.74,1.79,1.31,0.78
h_1,11.2,12.57,11.73,12.91,11.46,9.89,1.67,2.72,3.45,2.14,2.32,2.31,2.66,2.16,2.09,1.8
d_0,8.31,13.68,17.5,13.89,14.17,13.45,3.72,1.92,4.83,2.59,2.71,2.84,2.07,2.5,2.78,2.21
g_1,15.67,16.07,14.39,15.73,14.1,11.97,3.02,3.97,1.64,3.21,2.89,2.89,1.77,3.14,2.51,2.92
c_0,16.29,15.51,8.82,31.94,16.92,16.87,4.37,5.63,4.15,2.03,3.15,3.45,2.69,3.27,2.9,2.14
b_0,15.4,16.9,13.54,24.39,27.4,15.59,4.9,4.19,5.09,1.94,1.93,3.36,2.87,2.77,3.2,2.39
f_0,17.28,25.96,18.71,19.01,15.55,14.91,5.06,4.42,3.45,3.87,3.79,1.92,3.08,3.44,3.02,1.88
h_0,20.54,25.06,21.87,21.82,20.85,19.6,8.84,4.7,6.46,4.67,4.06,4.2,4.67,3.83,3.42,3.3
a_0,19.36,24.71,22.02,26.94,29.36,32.16,7.24,5.43,6.52,4.05,2.82,5.09,4.17,2.26,4.53,3.21
e_0,35.55,30.11,25.49,27.91,26.15,21.0,8.12,5.95,5.82,5.01,4.82,2.63,3.83,5.36,2.43,3.39
g_0,29.34,28.9,26.75,28.42,25.24,23.39,5.96,5.72,9.18,4.81,4.74,5.34,3.12,4.96,4.36,4.97
