,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.45,1.06,2.03,2.01,2.12,2.12,0.63,0.38,0.41,0.54,0.43,0.55,0.32,0.37,0.48,1.22
f_1,1.72,0.45,1.84,1.89,1.63,1.74,0.4,0.4,0.38,0.77,0.4,0.98,0.2,0.42,0.36,0.35
d_1,2.59,2.06,0.42,2.09,2.08,1.97,0.59,0.85,0.37,0.36,0.37,0.36,0.29,0.33,0.17,0.4
c_1,1.75,2.44,2.67,0.4,2.44,1.92,0.62,0.24,0.92,0.6,0.45,0.37,0.28,0.47,0.3,0.34
b_1,2.34,2.42,2.91,1.35,0.38,2.4,0.69,0.5,0.63,0.84,0.96,0.4,0.43,0.47,0.33,0.47
a_1,3.05,2.83,2.88,3.47,1.41,0.32,0.74,0.72,0.57,1.0,0.79,0.57,0.39,2.02,0.45,0.45
h_1,2.96,3.37,2.88,3.29,3.32,2.71,0.35,0.73,0.6,0.99,0.69,0.69,1.06,0.64,0.53,0.65
d_0,2.0,4.07,8.07,3.75,3.64,3.62,1.05,0.42,0.83,1.16,0.91,0.84,0.57,0.7,0.62,0.74
c_0,3.71,4.18,1.75,10.97,3.82,4.35,1.23,1.07,0.39,0.97,0.81,0.77,0.59,0.87,0.55,0.89
g_1,4.12,5.08,3.09,4.23,4.57,3.75,0.78,0.94,0.82,0.28,0.84,0.69,0.4,0.81,1.13,0.92
b_0,3.15,3.85,3.31,6.36,9.04,4.17,1.17,0.84,0.41,1.1,0.36,0.65,0.49,0.7,0.52,1.05
f_0,4.1,8.7,3.32,4.05,5.19,4.96,1.23,0.89,0.71,0.67,0.77,0.35,0.72,0.83,0.33,0.66
h_0,3.83,5.38,3.84,5.33,4.58,4.35,1.94,0.95,0.85,1.44,0.93,0.88,1.26,0.84,0.66,0.85
a_0,4.29,5.31,5.13,4.54,6.62,9.01,1.64,1.21,0.89,1.63,0.52,0.99,0.86,0.32,0.65,1.26
g_0,5.43,6.4,4.37,4.94,5.82,4.63,1.05,1.08,0.96,3.38,1.07,0.87,0.56,1.41,1.04,1.11
e_0,8.18,8.23,4.53,4.47,5.57,4.17,1.53,1.05,1.17,1.33,1.06,0.46,0.67,1.16,0.53,0.31
