,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.11,3.95,4.12,4.31,4.9,4.25,0.96,0.86,1.39,0.78,0.79,1.63,0.44,0.78,0.91,0.73
e_1,2.55,1.12,4.76,5.41,5.24,5.44,1.46,0.92,1.47,0.96,0.85,1.12,0.76,0.95,1.73,0.76
d_1,5.44,6.06,1.12,4.74,4.13,3.91,1.17,0.91,0.78,2.55,0.95,0.94,0.69,0.9,0.97,0.41
c_1,4.97,4.24,7.17,1.12,4.89,3.9,1.65,1.57,1.53,0.53,0.94,0.87,0.78,0.97,0.9,0.66
b_1,5.64,5.48,5.16,2.81,1.13,6.7,1.42,1.46,1.79,1.23,2.15,0.96,0.83,1.18,0.97,0.79
a_1,9.57,9.41,7.78,11.17,3.98,1.14,2.37,1.91,2.52,1.63,2.71,1.75,1.22,4.39,2.2,1.44
h_1,15.79,14.52,12.61,17.85,13.03,12.87,1.73,3.4,5.25,3.88,4.49,3.53,3.59,2.78,2.81,2.22
c_0,22.6,18.57,9.48,43.18,21.2,15.26,5.94,2.04,4.58,4.85,3.73,4.17,2.59,3.8,3.53,2.78
g_1,20.9,17.38,19.83,21.3,21.5,17.27,4.65,5.43,1.8,4.49,3.43,3.96,2.15,5.49,3.71,4.9
d_0,23.03,11.02,32.26,24.77,25.73,21.88,6.3,4.76,7.1,2.46,3.91,3.77,2.92,3.99,4.24,3.87
b_0,22.74,22.47,17.79,31.32,36.27,22.38,6.03,2.5,7.34,4.55,2.27,4.7,2.92,4.59,4.5,4.41
f_0,44.1,21.64,17.41,20.75,22.46,22.12,7.11,4.93,4.11,4.77,5.31,2.3,3.86,4.39,5.0,2.13
h_0,28.7,29.9,27.66,30.72,28.4,26.97,12.06,7.11,8.07,6.68,5.41,5.79,6.32,5.98,6.1,5.35
a_0,34.77,28.45,29.65,28.53,41.81,57.91,9.24,6.05,8.61,5.95,3.07,5.61,4.96,2.53,6.32,4.7
e_0,49.53,53.45,28.37,31.63,31.68,38.61,9.56,6.39,8.73,8.35,5.94,3.25,4.96,6.37,2.38,5.04
g_0,43.57,34.59,31.95,38.04,30.71,32.82,7.11,8.62,15.38,8.12,7.26,8.33,3.45,7.45,6.1,7.57
