,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.34,0.25,0.23,0.28,0.25,0.33,0.43,0.43,1.24,0.67,0.65,0.58,0.84,0.5,,0.56
f_1,0.38,2.37,0.24,0.23,0.32,0.29,0.51,0.52,0.64,0.63,0.75,,0.68,0.56,0.4,1.01
d_1,0.34,0.27,2.53,0.22,0.25,0.23,0.49,0.42,,1.05,0.61,0.72,0.79,0.46,0.81,0.7
c_1,0.33,0.28,0.32,2.58,0.38,0.21,0.61,0.44,0.46,,0.55,0.72,0.67,0.78,0.71,0.64
b_1,0.28,0.28,0.3,0.29,2.71,0.46,0.55,0.67,0.53,0.6,,0.6,0.72,0.47,0.66,0.67
a_1,0.21,0.2,0.37,0.31,0.22,3.39,0.5,0.54,0.56,,,0.79,0.91,,0.63,1.0
h_1,0.51,0.7,0.54,0.53,0.55,0.61,3.74,1.09,1.13,1.21,0.98,1.31,,1.11,1.24,1.72
g_1,0.54,0.48,0.87,0.63,0.32,0.61,1.2,4.21,0.98,1.01,0.96,1.52,1.22,1.17,,
d_0,0.37,0.6,,1.06,0.73,0.59,1.6,1.47,3.51,1.24,1.34,1.11,1.67,1.24,1.2,1.8
c_0,0.6,0.72,0.56,,0.48,,1.44,1.35,1.45,3.48,2.08,1.46,2.0,1.32,1.54,1.4
b_0,0.58,0.57,0.61,0.6,,,1.47,1.44,1.34,1.11,3.8,1.02,1.91,2.89,,1.69
f_0,0.58,,0.57,0.56,0.72,0.58,0.99,1.18,1.28,1.41,1.87,3.95,2.18,,1.99,1.58
h_0,0.75,1.1,0.55,0.79,0.77,0.56,,1.83,1.87,1.42,1.63,1.41,,1.59,1.39,3.02
a_0,0.71,0.61,0.8,0.54,0.63,,1.17,1.44,1.09,1.58,0.82,,1.59,4.58,,1.42
e_0,,0.74,0.6,0.58,0.66,0.79,1.18,,1.36,1.54,,1.04,2.43,,4.69,1.39
g_0,0.92,0.56,0.94,0.77,0.83,0.67,1.27,,1.61,1.62,1.54,2.26,1.83,2.13,1.77,
