,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.53,0.95,0.86,1.2,1.06,0.74,1.22,1.73,1.08,1.11,1.13,1.17,1.36,1.22,0.9,1.15
f_1,1.47,1.54,0.9,0.94,0.88,0.77,1.02,1.24,1.01,1.16,1.14,0.93,1.1,1.0,0.84,1.1
d_1,1.05,1.25,1.59,0.87,0.85,0.83,1.2,1.08,0.95,1.75,1.37,1.1,1.35,1.06,1.05,1.1
c_1,0.89,1.01,1.06,1.59,1.46,0.95,1.12,1.05,1.06,0.8,0.93,1.09,1.29,0.95,0.98,1.17
b_1,0.91,1.06,1.09,0.95,1.62,1.5,1.2,1.12,1.09,1.21,0.96,1.19,1.28,0.89,0.99,1.33
a_1,1.22,1.21,1.15,1.07,0.84,1.75,1.4,1.37,1.29,1.22,1.28,1.27,1.47,0.98,1.36,1.42
h_1,1.24,1.63,1.33,1.15,1.19,0.97,1.86,1.41,1.59,1.36,1.32,1.32,1.33,1.19,1.21,1.7
d_0,1.09,1.28,1.17,1.87,1.43,0.98,1.42,1.81,1.25,1.02,1.32,1.35,1.66,1.26,1.32,1.56
g_1,1.23,1.33,1.72,1.09,1.11,0.98,1.41,1.42,1.97,1.65,1.38,1.77,1.56,1.37,1.6,1.46
c_0,1.35,1.48,1.28,1.31,1.07,1.03,1.65,1.92,1.27,1.85,2.2,1.52,1.66,1.65,1.55,1.74
b_0,1.38,1.44,1.33,1.44,1.14,0.98,1.61,1.65,1.55,1.41,1.91,1.35,1.8,2.09,1.47,1.74
f_0,1.28,1.28,1.31,1.32,1.38,1.2,1.72,1.75,1.42,1.49,1.55,1.93,1.87,1.3,2.33,1.56
h_0,1.44,1.67,1.44,1.33,1.31,1.13,1.31,1.54,1.62,1.45,1.41,1.27,1.42,1.15,1.29,1.86
a_0,1.45,1.49,1.4,1.4,1.34,0.9,1.7,1.71,1.39,1.41,1.48,1.54,2.09,1.91,1.48,1.51
e_0,1.41,1.72,1.46,1.33,1.44,1.03,1.58,1.63,1.34,1.58,1.49,1.28,1.88,1.31,1.91,1.85
g_0,1.39,1.45,1.85,1.36,1.28,1.17,1.45,1.51,1.13,1.58,1.63,1.89,1.62,1.56,1.41,1.51
