,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,0.98,1.09,1.0,0.85,0.7,0.72,0.84,0.59,0.73,0.61,0.61,0.61,0.6,0.58
f_1,1.25,1.0,0.87,1.0,0.82,0.82,0.62,0.67,0.64,0.58,0.58,0.6,0.5,0.52,0.46,0.59
d_1,1.01,1.15,1.0,0.91,0.88,0.78,0.68,0.55,0.64,0.82,0.62,0.73,0.57,0.6,0.58,0.48
c_1,0.92,1.01,1.08,1.0,1.3,0.79,0.7,0.71,0.5,0.56,0.61,0.5,0.64,0.54,0.57,0.57
b_1,1.0,1.18,1.11,0.79,1.0,1.3,0.82,0.77,0.69,0.79,0.66,0.66,0.64,0.55,0.58,0.6
a_1,1.19,1.21,1.23,1.28,0.8,1.0,0.92,0.8,0.84,0.81,0.76,0.83,0.76,0.65,0.81,0.66
h_1,1.43,1.65,1.47,1.41,1.18,1.1,1.0,1.22,0.94,0.84,0.91,0.85,0.91,0.8,0.8,0.88
g_1,1.42,1.54,1.8,1.35,1.35,1.2,0.83,1.0,0.9,1.05,1.05,0.88,0.78,0.86,0.88,0.86
d_0,1.21,1.56,1.6,1.91,1.5,1.16,1.07,1.08,1.0,0.79,0.9,0.91,1.04,0.91,0.86,0.83
c_0,1.59,1.67,1.28,1.76,1.25,1.28,1.22,1.03,1.33,1.0,1.11,1.32,0.95,0.98,0.9,0.93
f_0,1.46,1.73,1.57,1.57,1.55,1.29,1.12,0.95,1.09,0.94,1.0,1.11,0.95,0.95,1.3,0.76
b_0,1.57,1.75,1.44,1.99,1.45,1.24,1.03,1.12,1.1,0.82,0.97,1.0,1.03,1.23,0.84,0.91
h_0,1.61,1.98,1.77,1.54,1.58,1.32,1.08,1.27,0.98,1.09,1.02,1.01,1.0,0.92,0.83,1.02
a_0,1.73,1.83,1.65,1.74,1.74,1.71,1.27,1.12,1.12,1.05,1.05,0.82,1.08,1.0,0.95,1.01
e_0,1.73,2.13,1.71,1.75,1.63,1.29,1.27,1.14,1.17,1.12,0.81,1.22,1.17,1.05,1.0,0.92
g_0,1.73,1.73,2.03,1.76,1.69,1.44,1.12,1.18,1.16,1.18,1.36,1.1,0.99,1.07,1.15,1.0
