,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,e_0,a_0,g_0
e_1,111.09,67.11,82.53,112.86,134.7,355.51,10241.29,26307.34,15436.41,18951.97,37517.57,47227.85,106280.78,116923.85,128745.34,179205.19
f_1,101.02,124.66,71.31,76.77,106.99,294.55,8512.59,17262.35,14891.76,21757.41,26843.21,38880.22,90860.01,84410.63,141287.83,153102.99
d_1,59.34,80.39,139.48,63.32,120.89,317.27,8992.69,11844.9,13435.48,31793.9,30148.41,44243.59,90738.79,129807.74,122660.39,149539.47
c_1,50.03,67.96,81.31,139.09,204.92,331.17,9479.91,12973.03,13208.64,12951.8,31011.06,26717.81,92226.85,109606.76,96823.5,160075.64
b_1,48.16,61.54,70.88,59.7,195.74,555.04,7998.83,12907.48,13505.15,17782.71,25463.96,26635.45,84900.02,110749.93,89023.48,139843.43
a_1,37.51,52.82,51.1,54.23,59.03,461.85,5436.87,10295.32,8971.65,10296.02,19295.05,25182.94,64495.54,83417.26,69493.75,92721.73
h_1,15.5,24.36,23.33,21.34,31.0,80.4,3375.8,3552.39,5624.7,4974.95,7598.14,9668.49,20556.31,31473.76,33666.9,53700.56
d_0,11.46,14.86,15.95,29.34,32.36,76.59,2249.13,4524.09,3750.19,3304.97,7763.48,9134.41,21418.14,29412.59,34319.9,38188.05
g_1,13.03,15.48,25.8,18.78,26.32,81.43,1733.59,2853.19,5144.37,4358.72,9434.24,8007.68,18222.31,25463.32,25865.93,28329.0
c_0,14.2,15.85,16.43,16.69,19.31,77.01,2042.68,3974.27,3278.46,5607.27,7074.47,14454.7,20733.83,24838.12,34937.23,37976.11
f_0,9.44,11.64,16.36,16.87,24.1,68.73,1867.42,2839.43,2799.69,3703.21,7734.83,7767.96,17520.76,39222.45,25090.73,28249.02
b_0,10.13,13.67,12.67,17.23,17.16,39.56,1756.73,2812.66,2989.58,2684.99,5227.3,9251.6,17267.03,22068.76,39710.89,29946.5
h_0,7.7,12.15,11.66,10.83,16.29,49.41,1165.71,2232.38,2752.39,2560.1,4236.47,5233.82,11287.39,15607.77,15984.67,25200.26
e_0,6.17,10.25,10.2,10.29,12.96,38.03,1259.85,1911.64,2244.46,2530.99,2940.13,4961.65,13467.12,21887.14,20338.49,21152.58
a_0,7.59,8.3,10.45,10.77,15.34,31.37,1220.93,1785.48,2198.69,2407.1,3576.47,4182.86,10826.2,12043.7,21338.41,17772.22
g_0,5.89,7.68,12.95,8.22,14.89,39.12,964.08,1561.42,1814.81,2445.02,4894.84,4198.79,9830.43,14573.76,16476.02,16893.33
