,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.41,1.21,1.4,1.19,1.36,1.29,0.54,0.81,0.52,0.6,0.55,1.07,0.39,0.58,0.51,0.52
d_1,1.32,0.41,1.46,1.16,1.24,1.32,0.81,0.49,0.6,1.44,0.56,0.58,0.46,0.59,0.57,0.34
e_1,0.81,1.39,0.4,1.49,1.29,1.74,0.72,0.77,0.6,0.69,0.56,0.71,0.51,0.56,1.24,0.53
c_1,1.32,1.68,1.19,0.39,1.54,1.09,0.59,0.67,0.89,0.37,0.57,0.49,0.56,0.46,0.6,0.47
b_1,1.25,1.38,1.35,0.75,0.37,1.4,0.86,0.67,0.73,0.71,1.73,0.61,0.5,0.76,0.69,0.56
a_1,1.61,1.26,1.35,1.73,0.77,0.31,0.78,0.68,0.66,0.47,0.6,0.59,0.54,1.61,0.55,0.53
h_1,1.11,0.78,0.92,1.02,1.08,0.81,0.24,0.69,0.46,0.39,0.44,0.55,0.84,0.51,0.39,0.48
g_1,1.06,0.99,0.91,1.04,1.07,0.89,0.43,0.23,0.4,0.44,0.41,0.47,0.26,0.4,0.39,0.57
c_0,1.1,0.61,0.95,2.39,1.17,0.85,0.54,0.57,0.27,0.53,0.48,0.5,0.36,0.39,0.4,0.34
d_0,0.96,1.52,0.59,1.34,0.92,1.2,0.55,0.54,0.42,0.27,0.48,0.4,0.35,0.48,0.37,0.41
b_0,1.06,0.85,0.96,1.21,1.75,0.91,0.43,0.49,0.28,0.35,0.25,0.35,0.37,0.57,0.36,0.35
f_0,1.94,0.84,0.79,1.01,1.09,0.81,0.48,0.39,0.37,0.47,0.57,0.25,0.43,0.48,0.65,0.26
h_0,1.14,0.97,0.85,0.94,0.92,0.74,0.84,0.7,0.4,0.49,0.39,0.35,0.59,0.42,0.43,0.44
a_0,1.09,0.89,0.94,1.11,0.91,,0.49,0.58,0.46,0.43,0.25,0.37,0.43,0.22,0.38,0.43
e_0,1.31,0.85,1.23,1.08,0.85,0.89,0.54,0.49,0.44,0.47,0.44,0.2,0.39,0.51,0.21,0.32
g_0,0.94,1.19,0.9,1.06,0.77,0.89,0.37,0.76,0.39,0.47,0.4,0.45,0.29,0.47,0.49,
