,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.25,0.92,0.83,0.86,0.74,0.59,0.61,0.66,0.64,0.58,0.55,0.46,0.55,0.55,0.62
e_1,0.8,1.0,1.09,0.95,0.95,0.96,0.76,0.99,0.72,0.72,0.63,0.75,0.58,0.57,0.81,0.58
c_1,1.08,0.92,1.0,1.07,1.33,0.81,0.67,0.45,0.59,0.5,0.57,0.54,0.62,0.54,0.46,0.53
d_1,1.2,1.05,0.95,1.0,0.86,0.87,0.69,0.69,0.6,0.82,0.73,0.55,0.66,0.63,0.45,0.49
b_1,1.17,1.06,0.76,1.16,1.0,1.27,0.87,0.67,0.63,0.67,0.64,0.65,0.67,0.53,0.52,0.65
a_1,1.35,1.04,1.26,1.14,0.79,1.0,0.98,0.82,0.87,0.84,0.86,0.94,0.72,0.76,0.74,0.63
h_1,1.66,1.34,1.47,1.46,1.21,1.02,1.0,0.97,1.1,0.84,0.95,0.77,0.78,0.76,0.91,0.91
d_0,1.51,1.01,2.25,1.42,1.48,1.29,1.04,1.0,1.29,0.85,0.99,0.91,1.05,0.93,0.93,0.84
g_1,1.52,1.45,1.66,1.69,1.58,1.11,0.93,0.81,1.0,0.87,0.94,1.14,0.8,0.92,0.81,0.84
c_0,1.55,1.46,1.82,1.17,1.42,1.23,1.13,1.16,1.13,1.0,1.55,1.02,1.17,1.01,0.92,0.9
b_0,1.76,1.57,1.78,1.34,1.6,1.16,1.1,1.06,1.01,0.64,1.0,0.96,0.97,1.56,0.96,0.92
f_0,1.78,1.39,1.84,1.71,1.56,1.07,1.3,1.11,0.85,0.98,1.01,1.0,1.15,1.2,1.57,0.65
h_0,2.24,1.68,1.49,1.57,1.49,1.35,1.27,0.99,1.27,0.88,1.07,0.9,1.0,0.91,0.94,1.14
a_0,1.78,1.81,1.8,1.62,1.79,1.39,1.31,1.09,1.03,1.01,0.65,0.89,1.08,1.0,1.0,1.06
e_0,1.83,1.53,2.23,2.07,1.92,1.25,1.16,1.0,1.27,1.13,1.12,0.61,1.09,1.01,1.01,0.85
g_0,1.56,1.76,1.87,2.15,1.61,1.46,1.09,1.15,1.21,1.14,1.07,1.51,0.88,0.93,1.16,1.0
