,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.48,0.14,0.18,0.15,0.18,0.11,0.2,0.33,0.15,0.18,0.16,0.2,0.24,0.15,,0.17
f_1,0.27,1.51,0.15,0.17,0.15,0.18,0.15,0.2,0.17,0.19,0.24,,0.26,0.11,0.1,0.19
c_1,0.17,0.19,1.52,0.16,0.26,0.14,0.25,0.16,0.2,,0.15,0.18,0.24,0.15,0.14,0.17
d_1,0.17,0.16,0.17,1.54,0.18,0.1,0.15,,0.18,0.39,0.19,0.18,0.22,0.17,0.16,0.16
b_1,0.14,0.16,0.15,0.17,1.59,0.21,0.2,0.21,0.2,0.27,,0.2,0.21,0.15,0.18,0.26
a_1,0.21,0.18,0.13,0.16,0.16,1.75,0.26,0.26,,0.24,0.22,0.16,0.3,,0.18,0.16
h_1,0.41,0.57,0.37,0.35,0.37,0.31,1.67,0.42,0.59,0.34,0.5,0.52,,0.4,0.3,0.49
d_0,0.43,0.46,0.79,,0.45,0.33,0.59,1.42,0.57,0.52,0.48,0.38,0.57,0.41,0.48,0.55
g_1,0.47,0.33,0.36,0.49,0.35,,0.37,0.37,1.73,0.49,0.46,0.72,0.57,,0.51,
c_0,0.46,0.56,,0.38,0.33,0.38,0.62,0.6,0.46,1.4,0.91,0.57,0.51,0.52,,0.53
b_0,0.51,0.44,0.57,0.55,,0.35,0.52,0.59,0.45,0.44,1.49,0.49,0.54,0.72,0.49,0.56
f_0,0.42,,0.47,0.47,0.42,0.38,0.5,0.7,0.43,0.59,0.57,1.5,0.62,0.59,0.75,0.53
h_0,0.63,0.6,0.56,0.63,0.55,0.4,,0.73,0.75,0.82,0.65,0.6,,0.61,0.54,1.02
a_0,0.59,0.7,0.41,0.35,0.38,,0.57,0.69,,0.73,0.54,0.48,0.65,1.62,,0.46
e_0,,0.76,0.6,0.56,0.44,0.42,0.59,0.6,0.45,,0.52,0.44,0.72,,1.68,0.58
g_0,0.62,0.53,0.63,1.01,0.43,0.57,0.7,0.71,,0.7,0.49,1.02,0.61,0.72,0.57,
