,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.0,1.09,1.04,0.88,0.93,0.9,1.03,0.85,1.31,0.97,1.12,0.97,1.03,0.96,1.07,0.92
f_1,0.93,1.0,1.31,1.03,0.91,0.94,0.84,1.12,0.84,1.01,0.88,0.91,0.92,0.89,0.74,0.98
e_1,0.97,0.78,1.0,1.27,1.02,1.01,1.05,0.91,1.02,1.43,1.09,1.11,1.07,0.94,1.06,1.13
c_1,1.11,1.0,0.82,1.0,1.38,0.91,1.06,0.99,0.88,0.7,0.89,0.96,0.91,1.09,0.99,0.94
b_1,1.07,1.07,0.98,0.73,1.0,1.42,0.99,1.07,1.01,1.03,0.97,1.04,0.94,1.12,1.08,1.12
a_1,1.08,1.05,0.95,1.1,0.73,1.0,1.04,1.21,0.99,1.06,1.18,1.08,1.1,1.21,0.99,0.93
h_1,0.96,1.19,0.91,0.96,0.99,0.98,1.0,1.13,0.87,0.91,0.98,0.91,0.99,0.95,0.95,1.1
g_1,1.16,0.92,1.07,1.04,0.94,0.8,0.88,1.0,0.94,0.93,1.04,1.16,0.91,0.81,1.03,0.95
c_0,0.79,1.18,0.95,1.1,0.99,1.01,1.12,1.0,1.0,1.22,1.36,0.99,1.18,0.98,1.07,1.0
d_0,0.99,0.94,0.7,1.45,0.99,1.0,1.08,1.04,0.84,1.0,0.92,1.05,0.96,1.03,1.03,1.08
b_0,0.87,1.13,0.9,1.13,1.03,0.86,1.03,1.0,0.75,1.04,1.0,1.04,1.45,1.15,1.04,1.1
f_0,1.02,1.12,0.87,1.03,0.99,0.91,1.11,0.83,0.99,0.99,0.99,1.0,0.98,1.07,1.37,0.9
a_0,0.97,1.02,0.95,1.12,1.09,0.9,1.04,1.08,0.85,1.0,0.69,1.01,1.0,1.04,0.99,1.0
h_0,1.01,1.13,1.06,0.9,0.88,0.85,1.05,1.26,1.02,1.01,0.92,0.9,0.98,1.0,0.94,1.07
e_0,0.93,1.35,0.99,1.02,0.92,0.96,1.03,1.02,0.94,0.94,0.96,0.72,1.03,1.04,1.0,0.89
g_0,1.08,1.02,0.89,1.01,0.91,1.08,0.92,1.06,1.05,0.85,0.87,1.11,0.98,0.87,1.07,0.99
