,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.14,6.45,13.04,11.15,10.3,10.7,3.32,3.87,2.31,2.16,2.02,3.26,1.67,3.04,7.25,2.03
f_1,10.05,1.14,9.99,10.84,11.25,10.38,2.27,3.65,2.47,2.04,2.19,6.92,1.32,2.14,2.42,2.16
d_1,13.29,10.9,1.14,13.63,10.73,11.54,3.18,2.2,12.21,2.85,2.32,2.21,1.55,2.54,2.22,0.97
c_1,12.2,12.77,14.68,1.14,11.93,17.37,4.06,3.98,1.39,10.52,2.64,2.45,1.85,2.13,2.23,1.72
b_1,16.12,15.47,15.28,7.37,1.15,17.9,3.88,4.05,2.97,4.53,14.9,2.82,2.04,2.93,2.8,2.41
a_1,27.88,22.82,21.11,27.02,12.69,1.15,8.58,6.95,7.1,5.3,4.72,5.53,3.04,18.22,5.73,2.98
h_1,30.9,31.21,33.44,34.44,33.23,23.7,1.88,9.3,4.8,4.92,5.99,6.75,12.0,4.51,6.0,4.06
g_1,38.23,28.53,24.65,33.34,33.23,30.77,7.28,1.91,7.65,5.61,7.26,7.29,4.96,7.35,7.38,11.23
d_0,15.98,39.27,91.27,34.82,34.46,38.98,9.92,9.94,2.6,6.11,7.35,6.67,5.24,6.98,5.41,5.62
c_0,29.43,40.13,16.31,101.1,37.21,28.75,8.88,8.52,10.24,2.58,7.0,7.2,5.24,8.38,6.19,5.81
b_0,37.08,37.65,31.56,56.98,93.03,37.32,9.55,8.14,9.28,3.66,2.62,6.44,6.08,6.76,7.53,6.48
f_0,47.54,158.78,39.73,39.17,34.46,25.79,10.76,7.78,7.91,8.14,8.07,2.52,4.8,8.06,5.82,3.01
h_0,42.14,52.93,46.26,54.03,48.96,41.76,44.94,13.51,10.55,9.77,8.94,7.49,20.73,10.74,9.6,7.49
a_0,37.45,62.97,57.24,49.75,90.03,,23.88,15.91,8.81,8.88,5.38,9.27,6.61,2.69,17.45,8.02
e_0,142.62,98.7,42.21,46.09,79.74,44.97,17.77,16.27,11.41,10.36,9.85,4.18,8.29,11.64,2.65,8.64
g_0,66.21,73.04,64.94,72.88,75.43,64.96,13.4,25.57,13.65,12.67,12.1,12.16,5.85,16.76,9.85,18.72
