,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,2.39,0.94,0.65,1.03,0.75,0.55,1.7,1.39,1.56,3.06,1.54,1.47,1.6,2.1,0.98,1.75
f_1,1.4,2.38,0.73,0.83,0.62,0.65,1.39,1.24,1.6,1.81,1.64,0.93,1.54,1.89,1.07,1.57
d_1,0.77,0.93,2.44,0.6,0.83,0.64,1.69,1.42,3.06,1.01,1.9,1.68,1.42,2.05,1.44,2.11
c_1,0.73,0.66,0.83,2.45,1.5,0.64,1.51,1.24,0.81,1.54,0.98,1.74,1.01,2.02,1.47,1.84
b_1,0.78,0.99,0.8,0.74,2.51,1.24,1.51,1.32,1.68,1.51,1.29,1.56,1.15,2.04,1.51,1.82
a_1,0.86,0.84,0.97,0.99,0.71,3.07,1.6,1.4,1.42,1.59,1.79,1.55,0.97,2.18,1.28,2.0
h_1,0.79,1.2,0.99,1.01,0.81,0.66,3.26,1.82,1.67,1.62,1.77,1.56,1.64,1.67,1.27,2.78
g_1,0.71,0.8,1.4,0.99,0.87,0.63,1.82,3.57,1.76,1.37,1.79,2.63,1.48,2.11,1.81,1.81
c_0,0.95,1.1,1.03,0.72,0.69,0.63,1.8,1.69,3.22,1.73,3.51,2.05,2.35,2.69,1.74,2.46
d_0,0.9,0.95,0.49,1.68,0.97,0.7,1.67,1.39,1.21,3.04,1.58,1.9,1.33,1.94,1.47,2.06
b_0,0.86,1.06,1.02,1.01,0.6,0.57,1.64,1.48,2.27,1.7,3.39,1.99,3.59,2.84,1.7,2.2
f_0,0.8,0.82,1.1,0.95,1.0,0.75,1.83,1.63,1.95,1.54,1.98,3.26,1.32,2.5,3.4,2.33
a_0,0.89,0.96,0.96,1.16,0.77,0.46,1.73,1.6,1.84,2.17,1.85,1.99,3.46,2.64,1.57,2.45
h_0,0.93,1.28,0.97,0.87,0.92,0.54,1.27,1.87,1.8,1.89,1.71,1.42,1.36,1.54,1.55,2.68
e_0,0.65,1.03,1.18,0.89,0.92,0.8,1.75,1.49,2.2,1.73,2.1,1.92,1.78,2.82,3.5,2.36
g_0,0.77,0.82,1.45,0.86,0.92,0.62,1.56,1.2,2.01,1.54,1.65,2.81,1.25,2.21,2.21,1.82
