,e_1,d_1,f_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10959.4,5030.39,7130.56,12037.52,17215.74,61828.91,6652995.19,26527949.78,12915755.53,20247512.82,50213845.1,54320094.82,233362816.22,243418010.87,263403610.08,441452361.3
d_1,4769.54,14300.04,7665.29,7507.87,15524.31,61589.02,5863636.99,13206547.2,13987494.92,36434691.64,57729106.4,60170658.81,264488452.95,244784194.19,349584056.5,499623319.37
f_1,7558.57,5626.09,15612.05,8962.29,16280.33,73478.24,5205830.43,16826634.14,11449008.44,19192015.07,45498951.14,34847716.56,245023561.34,233062811.78,207198243.19,417765635.18
c_1,4805.7,5761.92,7011.32,22079.46,28272.93,81386.75,5721863.0,16102996.08,13029254.99,12221970.87,30980571.24,52632753.49,219106402.68,213782826.38,268339658.0,413495605.75
b_1,4991.19,6297.33,7274.83,8851.62,43785.39,144698.92,5752878.22,14570540.64,13557265.83,20119595.32,32254783.85,46992426.53,227304732.92,147489981.61,276115352.03,435965595.44
a_1,4961.4,6857.43,8219.66,9980.44,14336.78,276625.67,6023580.39,16052261.52,15060308.01,20892895.59,44911351.83,51705391.37,259535007.92,163777735.16,270467162.46,441972373.86
h_1,5349.02,7145.6,10174.38,9123.13,16742.18,64344.09,10377958.29,14767546.21,16887654.42,21304005.74,50470768.46,51940007.95,190686999.26,264485678.4,300768264.82,557041436.69
d_0,5367.68,5061.74,7282.7,16922.93,20270.27,70432.33,6556558.87,24121377.28,14187596.53,15142254.46,49132927.44,48017161.0,242968227.68,257452813.66,311989955.88,454873702.95
g_1,4679.21,9628.59,6435.58,9597.05,16827.28,76183.78,5755197.5,13793794.16,29523887.58,23001573.45,47193024.73,93186552.81,224048096.14,237997466.68,364619355.92,424310155.11
c_0,5415.11,7445.67,8455.18,8084.32,13542.64,73430.72,6345746.87,19306297.29,14092348.7,35718918.49,90478050.97,61754829.36,304576706.41,300612012.13,349975961.58,504170360.41
b_0,5872.76,6661.26,8073.13,11136.88,13562.97,57775.76,7330597.07,18663427.45,16684725.12,23888292.81,81245951.91,67746434.32,297991152.96,462241490.51,329750700.97,468731862.36
f_0,4944.3,7668.51,5891.4,10176.51,19457.94,81393.81,6852600.59,19715162.36,16837088.86,25833341.75,52901530.54,101940995.38,255229934.48,296254516.43,687849019.11,562208891.7
h_0,5292.75,7730.44,8660.02,10523.53,15280.73,73518.22,5097114.71,16165036.22,17400580.48,22120502.58,45345317.91,56676735.08,207527756.54,232461281.05,302158161.56,610258432.77
a_0,5933.33,7731.62,7502.8,11493.57,18389.28,48310.0,6563462.93,19080807.55,17438954.7,20836172.8,47025085.71,55578304.85,292748011.34,413217338.5,338826994.74,446434487.68
e_0,4757.14,7992.4,7705.96,9211.61,17506.49,70333.68,7122483.37,20698384.66,15421507.0,23315133.65,63082432.05,58938431.13,317657458.44,282142248.18,646183989.96,556806185.4
g_0,4770.31,9666.95,7053.91,9369.07,15580.03,64470.69,6389325.47,16127711.22,11349397.59,27150448.58,57451141.82,79758562.13,249748619.99,254782180.34,387296173.47,451356161.09
