,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,102.28,70.44,82.07,147.99,172.86,555.14,16625.64,18717.99,33182.88,22309.36,41678.66,46978.4,100655.8,122834.6,118243.38,269534.19
f_1,92.99,106.09,87.07,115.23,147.72,611.41,14725.56,17788.09,22476.93,22459.41,37445.11,36923.06,90916.74,95992.73,107980.67,251335.91
d_1,64.13,69.7,129.45,90.33,136.02,651.22,13492.81,18265.75,17222.36,33020.78,44364.71,44274.87,91623.42,98802.69,148002.04,210478.55
c_1,49.52,62.78,81.11,155.3,225.87,581.14,12632.93,15383.79,15789.13,13864.55,23278.33,40282.6,86796.85,82679.52,115879.34,202085.56
b_1,49.78,60.97,75.54,71.33,206.45,917.6,11460.41,12707.46,15777.03,18904.44,26412.5,34473.89,77582.69,71034.85,100029.62,182365.24
a_1,35.94,38.46,44.84,53.11,58.55,651.35,8047.02,9553.96,11138.92,12161.06,21869.81,23513.71,53348.7,46425.7,77069.52,115148.46
h_1,13.94,18.78,21.78,23.89,34.87,126.87,4420.36,4437.44,4081.41,4919.92,8324.73,10000.51,18106.76,19446.4,26970.56,64992.2
g_1,12.46,14.08,22.93,23.49,32.38,122.91,2936.23,5185.55,4234.38,4937.36,8898.02,12181.86,17994.99,21350.27,32357.63,52565.84
d_0,11.82,13.88,15.71,34.22,36.54,111.08,3264.96,3761.27,5220.06,2868.14,6179.27,9357.38,19828.09,21181.88,27703.74,51572.9
c_0,14.17,15.06,16.65,23.28,26.05,112.01,2979.41,3929.38,5133.83,5513.76,11976.47,9885.56,19923.78,26905.9,27784.16,50277.47
b_0,11.31,12.9,14.69,22.73,24.67,85.26,2719.33,3352.32,4067.73,3237.57,8043.14,7476.55,17773.47,28036.23,22170.82,44297.34
f_0,9.33,10.28,15.11,19.71,27.87,98.04,2237.26,2762.1,3480.38,3427.86,6298.52,9638.11,18367.39,16700.29,36728.98,37860.92
h_0,8.23,11.05,12.59,15.5,20.72,73.54,1800.47,2905.39,2720.84,3018.97,4678.67,5740.96,11773.19,14402.62,16855.65,40940.76
a_0,7.69,9.98,10.82,15.38,18.58,58.26,2112.51,2334.12,2493.2,2484.59,4080.26,5162.61,12052.57,17704.18,16046.29,28317.37
e_0,6.4,7.62,10.3,13.99,19.15,71.07,1744.49,2041.49,2525.9,2664.2,4508.55,4790.0,11939.38,11229.49,21808.26,27956.25
g_0,5.82,5.96,11.99,11.11,15.6,57.15,1322.8,1642.72,1785.6,2290.99,3438.02,5857.31,8916.81,9641.44,17037.78,22306.96
