,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.66,0.96,1.15,1.1,0.98,0.88,0.37,0.49,0.35,0.39,0.36,0.4,0.26,0.33,0.33,0.31
d_1,1.14,0.65,1.21,1.04,0.96,0.88,0.46,0.35,0.45,0.53,0.44,0.36,0.3,0.37,0.35,0.21
e_1,0.77,1.1,0.65,1.23,1.16,1.02,0.57,0.53,0.42,0.49,0.38,0.48,0.34,0.37,0.51,0.43
c_1,1.16,1.27,0.97,0.63,1.22,0.97,0.47,0.48,0.51,0.27,0.4,0.38,0.34,0.38,0.35,0.37
b_1,1.28,1.3,1.14,0.74,0.61,1.37,0.62,0.55,0.52,0.43,0.47,0.47,0.36,0.43,0.43,0.34
a_1,1.52,1.51,1.38,1.32,0.79,0.57,0.7,0.72,0.48,0.53,0.63,0.52,0.44,0.62,0.51,0.4
h_1,2.17,1.7,1.55,1.87,1.59,1.44,0.55,0.8,0.58,0.62,0.55,0.54,0.61,0.52,0.54,0.5
g_1,1.97,2.01,1.79,1.9,1.95,1.51,0.66,0.53,0.68,0.68,0.59,0.68,0.47,0.74,0.63,0.58
c_0,2.05,1.28,2.01,2.8,1.88,1.85,0.98,0.86,0.57,1.08,0.83,0.69,0.65,0.73,0.67,0.53
d_0,1.93,2.57,1.23,2.28,1.94,1.87,0.96,1.11,0.68,0.57,0.63,0.76,0.62,0.68,0.72,0.72
b_0,2.13,1.71,1.96,2.48,2.59,1.67,1.06,0.95,0.49,0.86,0.57,0.68,0.62,0.88,0.72,0.58
f_0,2.86,2.03,2.01,2.05,1.9,1.92,0.9,0.7,0.77,0.77,0.78,0.54,0.73,0.77,0.83,0.43
h_0,2.38,2.18,2.12,2.14,1.99,1.65,1.02,1.06,0.77,0.85,0.79,0.69,0.75,0.67,0.7,0.68
a_0,2.47,2.13,2.11,2.28,2.43,2.53,1.11,0.93,0.75,0.81,0.52,0.79,0.75,0.55,0.84,0.63
e_0,2.9,2.22,2.4,2.42,2.23,1.91,1.04,0.93,0.83,0.83,0.81,0.51,0.76,0.78,0.52,0.56
g_0,2.77,2.65,2.13,2.13,2.16,2.11,0.88,1.15,0.84,0.86,0.86,0.83,0.58,0.83,0.8,0.76
