,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.18,0.43,0.41,0.49,0.46,0.41,0.09,0.15,0.09,0.09,0.09,0.13,0.05,0.07,0.08,0.07
e_1,0.27,0.17,0.47,0.51,0.55,0.51,0.14,0.15,0.09,0.1,0.1,0.12,0.06,0.1,0.16,0.07
d_1,0.46,0.55,0.15,0.44,0.48,0.38,0.14,0.07,0.08,0.15,0.08,0.08,0.06,0.08,0.07,0.04
c_1,0.47,0.35,0.59,0.14,0.4,0.43,0.12,0.15,0.13,0.05,0.1,0.1,0.07,0.09,0.09,0.06
b_1,0.51,0.45,0.5,0.25,0.13,0.45,0.17,0.14,0.13,0.1,0.19,0.1,0.06,0.09,0.12,0.07
a_1,0.57,0.52,0.44,0.38,0.24,0.09,0.14,0.13,0.11,0.12,0.11,0.09,0.07,0.17,0.12,0.08
h_1,0.4,0.41,0.39,0.43,0.38,0.3,0.05,0.14,0.08,0.08,0.08,0.07,0.1,0.07,0.08,0.06
g_1,0.45,0.5,0.34,0.39,0.39,0.3,0.08,0.04,0.09,0.1,0.08,0.08,0.05,0.09,0.07,0.08
c_0,0.48,0.49,0.22,0.55,0.42,0.37,0.11,0.09,0.05,0.12,0.09,0.09,0.07,0.08,0.1,0.06
d_0,0.39,0.24,0.54,0.47,0.42,0.39,0.13,0.2,0.09,0.06,0.09,0.08,0.07,0.08,0.08,0.06
b_0,0.46,0.42,0.33,0.5,0.51,0.36,0.1,0.09,0.05,0.08,0.05,0.07,0.06,0.08,0.08,0.05
f_0,0.57,0.39,0.35,0.41,0.4,0.34,0.11,0.06,0.07,0.1,0.08,0.04,0.06,0.09,0.07,0.04
h_0,0.43,0.38,0.37,0.4,0.36,0.38,0.13,0.11,0.08,0.08,0.09,0.07,0.08,0.07,0.08,0.05
a_0,0.45,0.35,0.35,0.46,0.53,0.47,0.1,0.11,0.07,0.08,0.05,0.09,0.06,0.04,0.07,0.05
e_0,0.62,0.47,0.41,0.34,0.39,0.33,0.1,0.09,0.08,0.08,0.07,0.03,0.06,0.11,0.03,0.04
g_0,0.4,0.37,0.37,0.43,0.42,0.38,0.09,0.12,0.08,0.09,0.08,0.08,0.05,0.08,0.08,0.07
