,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.23,1.13,0.84,0.95,1.0,0.85,1.06,1.16,1.09,0.91,,0.9,0.79,1.0,1.22
e_1,0.81,1.0,0.93,0.86,1.04,0.92,1.1,0.9,1.22,1.03,0.98,1.41,0.95,1.02,,0.98
d_1,0.89,1.08,1.0,1.07,1.13,0.8,0.98,0.79,,1.33,1.05,0.82,1.17,1.15,1.13,0.89
c_1,1.19,1.16,0.93,1.0,1.15,0.81,1.12,1.0,0.67,,1.02,0.98,1.1,0.97,1.0,1.0
b_1,1.05,0.96,0.89,0.87,1.0,1.51,0.97,1.39,0.92,1.02,,1.02,1.1,0.82,1.04,0.88
a_1,1.0,1.09,1.26,1.24,0.66,1.0,1.08,,1.05,1.2,0.87,,1.0,,,1.14
h_1,1.18,0.91,1.02,0.89,1.03,0.93,1.0,1.15,0.83,0.94,0.96,0.83,,1.15,0.79,1.41
g_1,0.95,1.11,1.27,1.0,0.72,,0.87,1.0,0.91,1.02,0.95,1.22,0.91,0.77,1.02,
d_0,0.86,0.82,,1.49,1.09,0.95,1.2,1.1,1.0,0.82,1.02,0.98,0.92,1.08,0.92,1.02
c_0,0.92,0.98,0.75,,0.98,0.83,1.07,0.98,1.22,1.0,1.3,1.07,1.16,0.92,0.84,0.95
b_0,1.1,1.02,0.95,0.98,,1.15,1.05,1.05,0.98,0.77,1.0,0.96,0.93,1.35,0.97,0.97
f_0,,0.71,1.22,1.02,0.98,,1.21,0.82,1.02,0.93,1.04,1.0,1.13,1.15,1.34,0.59
h_0,1.12,1.05,0.86,0.91,0.91,1.0,,1.1,1.08,0.86,1.08,0.88,,0.98,1.1,1.01
a_0,1.26,0.98,0.87,1.03,1.22,,0.87,1.3,0.93,1.09,0.74,0.87,1.02,1.0,,
e_0,1.0,,0.89,1.0,0.97,,1.26,0.98,1.08,1.19,1.04,0.75,0.91,,1.0,1.19
g_0,0.82,1.02,1.12,1.0,1.14,0.87,0.71,,0.98,1.05,1.03,1.71,0.99,,0.84,
