,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.22,1.07,0.55,0.54,0.43,0.35,0.99,0.83,1.11,1.03,0.92,0.45,1.33,0.81,0.5,1.21
e_1,0.67,2.26,0.45,0.7,0.52,0.37,1.01,0.61,1.09,2.31,1.09,1.03,1.56,1.1,0.55,1.45
d_1,0.65,0.56,2.43,0.45,0.47,0.47,1.08,1.06,2.24,0.51,1.34,1.16,1.38,0.96,0.83,1.36
c_1,0.6,0.51,0.58,2.47,0.95,0.44,0.87,0.86,0.53,1.08,0.84,1.09,1.42,0.88,1.0,1.08
b_1,0.62,0.5,0.51,0.62,2.61,0.81,0.88,0.91,1.1,1.06,0.63,0.95,1.51,0.7,0.83,1.06
a_1,0.69,0.5,0.61,0.55,0.52,3.12,1.23,1.12,1.2,1.24,1.32,1.04,1.43,0.64,0.94,1.35
h_1,1.04,0.71,0.65,0.69,0.47,0.47,3.18,1.65,1.42,1.3,1.43,1.08,1.22,1.29,1.31,1.91
g_1,0.61,0.61,1.19,0.58,0.62,0.56,0.98,3.44,1.85,0.8,1.62,2.15,1.73,1.18,1.4,1.37
c_0,0.9,0.74,0.81,0.48,0.47,0.44,1.42,1.19,2.64,1.47,2.8,1.61,1.97,1.5,1.32,1.82
d_0,0.84,0.71,0.4,1.34,0.62,0.39,1.4,1.05,0.84,2.57,1.49,1.0,1.96,1.17,1.08,1.39
b_0,0.89,0.74,0.84,0.71,0.33,0.44,1.43,1.21,1.39,1.34,2.86,1.3,1.79,2.34,1.31,1.72
f_0,0.42,0.6,0.8,0.63,0.7,0.66,1.25,1.26,1.38,1.68,1.87,3.23,2.19,1.56,3.0,1.66
h_0,1.09,0.73,0.78,0.57,0.71,0.51,0.6,1.3,1.26,1.19,1.29,1.11,1.12,1.24,1.12,1.74
a_0,0.92,0.66,0.82,0.77,0.69,0.26,1.33,1.0,1.48,1.51,1.48,1.15,2.16,3.11,0.96,1.71
e_0,0.82,0.45,0.9,0.68,0.64,0.42,1.27,1.61,1.38,1.67,1.65,1.71,1.92,1.91,3.62,1.63
g_0,0.68,0.64,1.18,0.73,0.65,0.45,1.19,0.79,1.4,1.31,1.44,1.9,1.75,1.21,1.39,1.0
