,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.38,0.25,0.25,0.34,0.31,0.21,0.56,0.67,0.62,0.9,0.6,0.63,0.57,0.63,,0.58
f_1,0.41,2.41,0.27,0.33,0.25,0.19,0.55,0.37,0.51,0.62,0.67,,0.75,0.65,0.73,0.76
d_1,0.24,0.28,2.48,0.22,0.31,0.33,0.52,0.5,0.95,,0.62,0.52,1.07,0.57,0.58,0.62
c_1,0.24,0.27,0.31,2.62,0.48,0.3,0.51,0.46,,0.56,0.42,0.69,0.73,0.77,0.63,0.89
b_1,0.25,0.31,0.3,0.21,2.72,0.39,0.76,0.57,0.58,0.54,,0.68,0.92,,0.55,0.86
a_1,0.31,0.29,0.2,0.24,0.26,3.21,0.64,0.43,0.68,0.67,0.49,0.51,0.8,,,1.04
h_1,0.53,0.65,0.53,0.53,0.35,0.52,3.74,1.54,1.37,1.15,1.22,0.92,,1.29,0.89,1.81
g_1,0.45,0.54,0.79,0.64,0.39,0.53,0.95,4.14,1.27,1.17,1.06,1.74,1.41,0.92,0.99,
c_0,0.59,0.65,0.57,,0.53,0.68,1.21,1.09,3.45,1.46,2.32,1.37,1.69,1.24,1.6,1.45
d_0,0.56,0.63,,0.85,0.61,0.52,1.36,0.91,1.12,3.58,1.51,1.56,1.62,1.32,1.8,1.7
b_0,0.6,0.58,0.59,0.64,,0.62,1.29,1.25,1.14,1.38,3.53,1.4,1.74,2.62,1.51,1.69
f_0,0.57,,0.71,0.59,0.71,0.81,1.28,1.16,1.37,1.25,1.7,3.88,2.13,0.97,1.67,1.5
h_0,0.93,0.98,0.62,0.76,0.65,0.87,,1.73,1.79,1.5,1.44,1.38,,1.24,1.61,3.04
a_0,0.61,0.65,0.74,0.48,,,0.9,1.37,1.38,1.45,1.08,1.86,1.91,4.42,,
e_0,,0.67,0.58,0.7,0.7,,1.5,1.4,1.23,1.42,1.36,1.41,1.71,,4.68,1.68
g_0,0.94,0.55,1.04,0.78,0.66,0.52,1.02,,2.12,1.7,1.94,2.13,1.64,,1.42,
