,d_1,f_1,e_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,g_0,e_0
d_1,9325.51,4914.72,4676.81,8952.51,13858.38,50056.26,6102040.2,23656147.69,12652392.7,11993388.92,34315886.86,46367218.1,138688681.74,161167925.65,263331981.85,237744726.88
f_1,3136.12,12469.36,9170.37,9282.98,11250.1,49795.76,5170270.44,10625478.2,10396694.29,18155524.67,25602298.68,23288732.42,120335774.16,126597008.76,212900298.11,156872527.79
e_1,3168.99,4797.89,14854.45,13070.67,14820.55,49981.78,5148355.93,11904804.04,10354544.01,31484978.45,29085048.0,46442338.58,138478236.02,142465312.5,237335512.59,147588213.08
c_1,3778.72,4025.28,4781.49,33807.38,25481.39,47312.99,3960679.96,7991758.58,10356542.2,17163900.89,17379864.9,36909352.9,124561611.26,112696443.46,218391180.07,236082112.78
b_1,3749.05,4259.69,4699.75,8264.79,50058.08,111276.81,5193252.95,13414713.23,11356110.7,15443189.72,20875142.79,48811398.86,122032627.31,119753539.95,248356544.03,197408573.57
a_1,3714.0,5108.66,5121.81,12060.56,13327.39,256697.38,5508416.28,12679685.8,12811760.18,16618045.87,30015151.86,43520326.82,129911184.92,85421949.53,275284731.11,189456927.57
h_1,4042.79,6233.91,5594.52,12990.99,11960.93,48544.06,11228573.17,14073470.07,18299230.63,17731427.61,27552890.38,46370000.21,104700843.0,151410755.06,315886945.2,234673263.16
c_0,4253.98,5523.53,5872.56,8505.83,12792.0,62119.94,6462052.51,23201855.98,15159515.89,19630916.76,59469689.07,45082143.11,149144283.41,219012077.9,302796081.86,260143722.5
g_1,5737.35,4464.32,4783.35,11389.1,13613.95,49523.33,5559864.63,14511522.11,29220203.93,14027673.08,27989607.66,65261796.73,138949601.88,156509069.58,208757284.5,287794763.78
d_0,2855.6,4907.48,5585.05,20149.21,18074.8,59566.85,5470763.47,10903935.89,11454019.86,30015386.28,29210207.09,42634410.17,133854515.26,126161648.54,239941490.92,194235227.0
b_0,4104.34,5466.46,6303.79,12987.41,10675.48,48300.12,6001567.2,14770044.89,13918544.01,18358055.64,52939119.95,52568201.24,146908265.04,319960839.17,290227345.2,288478896.61
f_0,4638.97,4077.13,4498.66,12966.63,16761.33,59120.7,6261540.55,15920217.68,16578952.06,17900837.44,30697988.54,90319057.79,148696692.18,186922461.11,293488429.54,498884050.87
h_0,4320.3,6777.63,5856.18,11651.94,15688.48,51246.96,4828809.36,13258525.25,15421994.75,18545585.52,29699007.28,44876283.46,114672734.76,161829007.69,353189730.65,237066153.39
a_0,4433.42,5398.64,5994.5,12141.38,14566.02,34691.54,7431679.15,15105106.18,13991319.09,17623855.57,30483537.83,47343843.43,160243776.97,340155127.14,327920159.35,278964342.43
g_0,6173.83,4433.78,4646.23,11527.95,14195.97,50323.16,5627647.57,15583973.4,12559351.86,14906221.41,28586075.03,76553537.71,139354491.63,149032575.66,256257173.2,259860707.64
e_0,4172.84,5890.68,4477.9,12204.24,13862.2,62697.23,6708773.47,15367187.88,16172383.75,19686292.12,32901547.79,44214030.67,158128474.15,144918310.52,256061663.64,495340012.75
