,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.45,1.81,1.6,2.01,1.99,1.93,0.41,0.66,0.34,0.4,0.34,0.73,0.2,0.33,0.42,0.3
d_1,2.01,0.43,2.54,2.27,1.85,1.66,0.53,0.37,0.37,1.22,0.46,0.35,0.3,0.46,0.35,0.16
e_1,1.11,2.17,0.43,2.42,2.18,2.14,0.67,0.68,0.48,0.42,0.38,0.54,0.38,0.41,1.28,0.53
c_1,2.17,2.44,1.92,0.4,2.23,2.0,0.54,0.6,0.99,0.23,0.46,0.36,0.34,0.44,0.35,0.34
b_1,2.49,2.49,2.36,1.14,0.38,2.75,0.86,0.7,0.67,0.54,0.99,0.55,0.31,0.51,0.49,0.36
a_1,3.11,2.76,3.03,2.66,1.45,0.33,1.11,1.0,0.55,0.6,0.63,0.65,0.44,2.25,0.62,0.51
h_1,3.86,3.22,3.51,4.05,2.99,3.45,0.33,0.87,0.71,0.71,0.6,0.56,0.72,0.57,0.54,0.43
g_1,4.54,3.34,3.45,3.93,4.46,3.09,0.73,0.3,0.78,0.89,0.65,0.67,0.42,0.98,0.67,0.91
c_0,3.95,1.91,3.54,9.25,4.0,4.16,1.28,1.24,0.38,1.39,0.85,0.78,0.62,0.76,0.89,0.46
d_0,3.88,8.39,1.97,3.69,3.43,4.41,1.28,1.6,1.05,0.38,0.86,1.0,0.6,0.71,0.81,0.73
b_0,4.42,3.12,3.37,5.49,10.1,3.59,1.33,1.33,0.45,0.93,0.37,0.72,0.62,0.87,0.77,0.6
f_0,9.17,4.19,4.05,3.58,4.32,3.45,1.12,0.77,0.82,0.95,0.91,0.36,0.71,0.92,0.69,0.37
h_0,4.43,4.37,4.18,4.38,4.33,3.34,1.73,1.33,0.84,0.95,0.88,0.76,0.97,0.72,0.93,0.63
a_0,4.95,4.59,4.46,4.53,4.78,9.42,1.47,1.23,0.79,1.15,0.56,0.9,0.74,0.33,1.24,0.66
e_0,6.61,4.37,7.17,4.68,5.08,4.22,1.26,1.33,1.03,1.06,0.98,0.46,0.79,0.86,0.31,0.56
g_0,5.92,5.21,4.46,4.27,4.46,5.39,1.04,2.27,0.93,1.15,1.09,0.98,0.56,1.0,0.97,1.18
