,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,0.88,1.04,0.91,0.73,0.52,0.49,0.63,0.38,0.44,0.38,0.38,0.36,0.35,0.3
f_1,1.29,1.0,0.94,0.86,0.82,0.57,0.43,0.45,0.41,0.36,0.36,0.37,0.28,0.28,0.26,0.35
d_1,1.14,1.08,1.0,0.86,0.95,0.75,0.48,0.39,0.44,0.59,0.4,0.41,0.37,0.31,0.35,0.25
c_1,0.96,1.19,1.15,1.0,1.27,0.63,0.53,0.52,0.33,0.4,0.39,0.35,0.38,0.37,0.37,0.32
b_1,1.1,1.21,1.05,0.79,1.0,1.09,0.66,0.59,0.47,0.56,0.49,0.46,0.41,0.41,0.36,0.39
a_1,1.36,1.75,1.34,1.57,0.9,1.0,0.82,0.55,0.6,0.58,0.56,0.63,0.49,0.45,0.41,0.54
h_1,1.94,2.34,2.05,1.87,1.49,1.22,1.0,1.09,0.79,0.82,0.81,0.8,0.67,0.65,0.59,0.73
g_1,2.1,2.19,2.61,1.96,1.72,1.83,0.94,1.0,0.87,0.89,1.11,0.81,0.69,0.82,0.89,0.61
d_0,1.57,2.33,2.35,3.03,2.14,1.76,1.23,1.16,1.0,0.9,0.91,0.89,0.77,0.83,0.76,0.87
c_0,2.63,2.64,1.68,2.37,1.84,1.72,1.22,1.03,1.13,1.0,1.03,1.53,0.94,0.93,0.77,0.84
f_0,2.18,2.62,2.42,2.58,2.11,1.89,1.25,0.9,1.03,0.95,1.0,1.02,0.91,0.89,1.19,0.77
b_0,2.57,2.78,2.46,2.77,2.25,1.45,1.27,1.18,1.06,0.67,0.99,1.0,1.01,1.28,0.88,0.88
h_0,2.54,3.59,2.69,2.6,2.41,1.99,1.42,1.41,1.25,1.07,1.12,0.95,1.0,0.82,0.92,1.04
a_0,2.77,3.81,3.2,2.6,2.58,2.31,1.51,1.22,1.16,1.08,1.11,0.81,1.16,1.0,1.0,0.93
e_0,3.0,3.96,2.98,2.59,2.79,2.12,1.61,1.11,1.42,1.35,0.82,1.16,1.06,1.04,1.0,1.04
g_0,3.2,2.92,4.08,3.09,2.47,1.93,1.39,1.63,1.16,1.17,1.31,1.18,0.94,1.09,0.91,1.0
